title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LWM14 022 0660S,LWM14 022 0660S,LWM140220660S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.523,0.523,13.28,1.328,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.26,0.26,6.6,0.66,0.05,0.05,1.27,0.127,34.316,34.316,6.01,60.1,0.6128,6.128,612.82,6128.2,8.579,8.579,1.5025,15.025,0.1532,1.532,153.204,1532.04,0.045,0.045,1.14,0.114,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,7.378,7.378,32.82,3.347,3346.66,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.408,0.408,12.82,1.282,Reference,Reference,Reference,Reference,,0.001367
LWM14 022 0826S,LWM14 022 0826S,LWM140220826S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.523,0.523,13.28,1.328,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.325,0.325,8.26,0.826,0.06,0.06,1.52,0.152,27.636,27.636,4.84,48.4,0.4935,4.935,493.52,4935.2,6.909,6.909,1.21,12.1,0.12338,1.2338,123.381,1233.81,0.054,0.054,1.37,0.137,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,7.489,7.489,33.31,3.397,3397.01,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.408,0.408,12.82,1.282,Reference,Reference,Reference,Reference,,0.001709
LWM14 022 0991S,LWM14 022 0991S,LWM140220991S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.523,0.523,13.28,1.328,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.39,0.39,9.91,0.991,0.06,0.06,1.52,0.152,23.353,23.353,4.09,40.9,0.417,4.17,417.04,4170.4,5.838,5.838,1.0224,10.224,0.10426,1.0426,104.255,1042.55,0.063,0.063,1.6,0.16,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,7.636,7.636,33.97,3.464,3463.69,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.408,0.408,12.82,1.282,Reference,Reference,Reference,Reference,,0.002051
LWM14 022 1156S,LWM14 022 1156S,LWM140221156S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.523,0.523,13.28,1.328,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.455,0.455,11.56,1.156,0.08,0.08,2.03,0.203,20.213,20.213,3.54,35.4,0.361,3.61,360.96,3609.6,5.053,5.053,0.8849,8.849,0.09024,0.9024,90.236,902.36,0.072,0.072,1.83,0.183,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,7.742,7.742,34.44,3.512,3511.77,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.408,0.408,12.82,1.282,Reference,Reference,Reference,Reference,,0.002393
LWM14 022 1321S,LWM14 022 1321S,LWM140221321S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.523,0.523,13.28,1.328,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.52,0.52,13.21,1.321,0.09,0.09,2.29,0.229,17.872,17.872,3.13,31.3,0.3192,3.192,319.16,3191.6,4.468,4.468,0.7825,7.825,0.07979,0.7979,79.79,797.9,0.081,0.081,2.06,0.206,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,7.846,7.846,34.9,3.559,3558.95,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.408,0.408,12.82,1.282,Reference,Reference,Reference,Reference,,0.002735
LWM14 022 1486S,LWM14 022 1486S,LWM140221486S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.523,0.523,13.28,1.328,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.585,0.585,14.86,1.486,0.09,0.09,2.29,0.229,15.988,15.988,2.8,28,0.2855,2.855,285.51,2855.1,3.997,3.997,0.7,7,0.07138,0.7138,71.378,713.78,0.09,0.09,2.29,0.229,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,7.914,7.914,35.2,3.59,3589.79,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.408,0.408,12.82,1.282,Reference,Reference,Reference,Reference,,0.003077
LWM14 022 1651S,LWM14 022 1651S,LWM140221651S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.523,0.523,13.28,1.328,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.65,0.65,16.51,1.651,0.09,0.09,2.29,0.229,14.503,14.503,2.54,25.4,0.259,2.59,258.99,2589.9,3.626,3.626,0.635,6.35,0.06475,0.6475,64.753,647.53,0.099,0.099,2.52,0.252,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,7.991,7.991,35.55,3.625,3624.72,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.408,0.408,12.82,1.282,Reference,Reference,Reference,Reference,,0.003418
LWM14 022 1816S,LWM14 022 1816S,LWM140221816S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.523,0.523,13.28,1.328,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.715,0.715,18.16,1.816,0.1,0.1,2.54,0.254,13.304,13.304,2.33,23.3,0.2376,2.376,237.58,2375.8,3.326,3.326,0.5825,5.825,0.0594,0.594,59.396,593.96,0.108,0.108,2.74,0.274,0.009,0.009,0.23,0.023,Stainless Steel Type 17-7 PH,17-7,8.076,8.076,35.92,3.663,3663.27,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.408,0.408,12.82,1.282,Reference,Reference,Reference,Reference,,0.00376
LWM14 050 0495S,LWM14 050 0495S,LWM140500495S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.195,0.195,4.95,0.495,0.03,0.03,0.76,0.076,103.121,103.121,18.06,180.6,1.8415,18.415,1841.53,18415.3,25.78,25.78,4.5149,45.149,0.46038,4.6038,460.379,4603.79,0.048,0.048,1.22,0.122,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,15.159,15.159,67.43,6.876,6876.12,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.406,0.406,12.76,1.276,Reference,Reference,Reference,Reference,,0.001385
LWM14 050 0660S,LWM14 050 0660S,LWM140500660S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.26,0.26,6.6,0.66,0.05,0.05,1.27,0.127,78.054,78.054,13.67,136.7,1.3939,13.939,1393.89,13938.9,19.514,19.514,3.4175,34.175,0.34848,3.4848,348.481,3484.81,0.06,0.06,1.52,0.152,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,15.611,15.611,69.44,7.081,7081.15,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.406,0.406,12.76,1.276,Reference,Reference,Reference,Reference,,0.001847
LWM14 050 0826S,LWM14 050 0826S,LWM140500826S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.325,0.325,8.26,0.826,0.06,0.06,1.52,0.152,62.809,62.809,11,110,1.1216,11.216,1121.64,11216.4,15.702,15.702,2.7499,27.499,0.28041,2.8041,280.406,2804.06,0.072,0.072,1.83,0.183,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,15.891,15.891,70.69,7.208,7208.16,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.406,0.406,12.76,1.276,Reference,Reference,Reference,Reference,,0.002309
LWM14 050 0991S,LWM14 050 0991S,LWM140500991S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.39,0.39,9.91,0.991,0.06,0.06,1.52,0.152,53.045,53.045,9.29,92.9,0.9473,9.473,947.28,9472.8,13.261,13.261,2.3224,23.224,0.23681,2.3681,236.815,2368.15,0.084,0.084,2.13,0.213,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,16.232,16.232,72.2,7.363,7362.84,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.406,0.406,12.76,1.276,Reference,Reference,Reference,Reference,,0.00277
LWM14 050 1156S,LWM14 050 1156S,LWM140501156S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.455,0.455,11.56,1.156,0.08,0.08,2.03,0.203,45.85,45.85,8.03,80.3,0.8188,8.188,818.79,8187.9,11.463,11.463,2.0075,20.075,0.20471,2.0471,204.706,2047.06,0.096,0.096,2.44,0.244,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,16.46,16.46,73.22,7.466,7466.26,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.406,0.406,12.76,1.276,Reference,Reference,Reference,Reference,,0.003232
LWM14 050 1321S,LWM14 050 1321S,LWM140501321S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.52,0.52,13.21,1.321,0.09,0.09,2.29,0.229,40.597,40.597,7.11,71.1,0.725,7.25,724.98,7249.8,10.149,10.149,1.7774,17.774,0.18124,1.8124,181.241,1812.41,0.108,0.108,2.74,0.274,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,16.726,16.726,74.4,7.587,7586.91,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.406,0.406,12.76,1.276,Reference,Reference,Reference,Reference,,0.003694
LWM14 050 1486S,LWM14 050 1486S,LWM140501486S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.585,0.585,14.86,1.486,0.09,0.09,2.29,0.229,36.372,36.372,6.37,63.7,0.6495,6.495,649.53,6495.3,9.093,9.093,1.5925,15.925,0.16238,1.6238,162.383,1623.83,0.12,0.12,3.05,0.305,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,16.913,16.913,75.23,7.672,7671.74,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.406,0.406,12.76,1.276,Reference,Reference,Reference,Reference,,0.004155
LWM14 050 1651S,LWM14 050 1651S,LWM140501651S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.65,0.65,16.51,1.651,0.09,0.09,2.29,0.229,32.946,32.946,5.77,57.7,0.5883,5.883,588.35,5883.5,8.237,8.237,1.4426,14.426,0.1471,1.471,147.096,1470.96,0.132,0.132,3.35,0.335,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,17.066,17.066,75.91,7.741,7741.14,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.406,0.406,12.76,1.276,Reference,Reference,Reference,Reference,,0.004617
LWM14 050 1816S,LWM14 050 1816S,LWM140501816S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.394,0.394,10,1,MIN,MIN,MIN,MIN,0.715,0.715,18.16,1.816,0.1,0.1,2.54,0.254,30.205,30.205,5.29,52.9,0.5394,5.394,539.4,5394,7.551,7.551,1.3224,13.224,0.13485,1.3485,134.846,1348.46,0.144,0.144,3.66,0.366,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,17.247,17.247,76.72,7.823,7823.24,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.406,0.406,12.76,1.276,Reference,Reference,Reference,Reference,,0.005079
LWM14 080 0495S,LWM14 080 0495S,LWM140800495S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.195,0.195,4.95,0.495,0.03,0.03,0.76,0.076,253.291,253.291,44.36,443.6,4.5233,45.233,4523.27,45232.7,63.323,63.323,11.0899,110.899,1.13082,11.3082,1130.822,11308.22,0.06,0.06,1.52,0.152,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,34.194,34.194,152.1,15.51,15510.4,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.38,0.38,11.94,1.194,Reference,Reference,Reference,Reference,,0.001656
LWM14 080 0660S,LWM14 080 0660S,LWM140800660S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.26,0.26,6.6,0.66,0.05,0.05,1.27,0.127,189.283,189.283,33.15,331.5,3.3802,33.802,3380.22,33802.2,47.321,47.321,8.2875,82.875,0.84506,8.4506,845.058,8450.58,0.075,0.075,1.91,0.191,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,35.017,35.017,155.76,15.884,15883.71,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.38,0.38,11.94,1.194,Reference,Reference,Reference,Reference,,0.002208
LWM14 080 0826S,LWM14 080 0826S,LWM140800826S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.325,0.325,8.26,0.826,0.06,0.06,1.52,0.152,152.397,152.397,26.69,266.9,2.7215,27.215,2721.51,27215.1,38.099,38.099,6.6724,66.724,0.68037,6.8037,680.372,6803.72,0.09,0.09,2.29,0.229,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,35.813,35.813,159.3,16.245,16244.78,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.38,0.38,11.94,1.194,Reference,Reference,Reference,Reference,,0.002759
LWM14 080 0991S,LWM14 080 0991S,LWM140800991S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.39,0.39,9.91,0.991,0.06,0.06,1.52,0.152,126.646,126.646,22.18,221.8,2.2616,22.616,2261.64,22616.4,31.661,31.661,5.5449,55.449,0.5654,5.654,565.402,5654.02,0.105,0.105,2.67,0.267,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,36.094,36.094,160.55,16.372,16372.24,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.38,0.38,11.94,1.194,Reference,Reference,Reference,Reference,,0.003311
LWM14 080 1156S,LWM14 080 1156S,LWM140801156S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.455,0.455,11.56,1.156,0.08,0.08,2.03,0.203,108.317,108.317,18.97,189.7,1.9343,19.343,1934.32,19343.2,27.079,27.079,4.7424,47.424,0.48358,4.8358,483.577,4835.77,0.12,0.12,3.05,0.305,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,36.286,36.286,161.41,16.459,16459.33,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.38,0.38,11.94,1.194,Reference,Reference,Reference,Reference,,0.003863
LWM14 080 1321S,LWM14 080 1321S,LWM140801321S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.52,0.52,13.21,1.321,0.09,0.09,2.29,0.229,95.127,95.127,16.66,166.6,1.6988,16.988,1698.78,16987.8,23.782,23.782,4.165,41.65,0.4247,4.247,424.699,4246.99,0.135,0.135,3.43,0.343,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,36.624,36.624,162.91,16.613,16612.65,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.38,0.38,11.94,1.194,Reference,Reference,Reference,Reference,,0.004415
LWM14 080 1486S,LWM14 080 1486S,LWM140801486S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.585,0.585,14.86,1.486,0.09,0.09,2.29,0.229,84.449,84.449,14.79,147.9,1.5081,15.081,1508.09,15080.9,21.112,21.112,3.6974,36.974,0.37702,3.7702,377.018,3770.18,0.15,0.15,3.81,0.381,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,36.735,36.735,163.41,16.663,16663,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.38,0.38,11.94,1.194,Reference,Reference,Reference,Reference,,0.004967
LWM14 080 1651S,LWM14 080 1651S,LWM140801651S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.65,0.65,16.51,1.651,0.09,0.09,2.29,0.229,75.885,75.885,13.29,132.9,1.3552,13.552,1355.15,13551.5,18.971,18.971,3.3224,33.224,0.33878,3.3878,338.784,3387.84,0.165,0.165,4.19,0.419,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,36.804,36.804,163.71,16.694,16694.29,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.38,0.38,11.94,1.194,Reference,Reference,Reference,Reference,,0.005519
LWM14 080 1816S,LWM14 080 1816S,LWM140801816S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,Reference,Reference,Reference,Reference,0.551,0.551,14,1.4,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.715,0.715,18.16,1.816,0.1,0.1,2.54,0.254,69.147,69.147,12.11,121.1,1.2348,12.348,1234.83,12348.3,17.287,17.287,3.0275,30.275,0.30871,3.0871,308.711,3087.11,0.18,0.18,4.57,0.457,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,36.994,36.994,164.56,16.78,16780.48,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.38,0.38,11.94,1.194,Reference,Reference,Reference,Reference,,0.006071
LWM15 025 0518S,LWM15 025 0518S,LWM150250518S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.563,0.563,14.3,1.43,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.204,0.204,5.18,0.518,0.04,0.04,1.02,0.102,54.587,54.587,9.56,95.6,0.9748,9.748,974.81,9748.1,13.647,13.647,2.39,23.9,0.24371,2.4371,243.708,2437.08,0.04,0.04,1.02,0.102,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,8.952,8.952,39.82,4.061,4060.63,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.447,0.447,13.8,1.38,Reference,Reference,Reference,Reference,,0.001209
LWM15 025 0691S,LWM15 025 0691S,LWM150250691S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.563,0.563,14.3,1.43,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.272,0.272,6.91,0.691,0.05,0.05,1.27,0.127,40.997,40.997,7.18,71.8,0.7321,7.321,732.12,7321.2,10.249,10.249,1.7949,17.949,0.18303,1.8303,183.027,1830.27,0.05,0.05,1.27,0.127,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,9.101,9.101,40.48,4.128,4128.21,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.447,0.447,13.8,1.38,Reference,Reference,Reference,Reference,,0.001612
LWM15 025 0864S,LWM15 025 0864S,LWM150250864S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.563,0.563,14.3,1.43,Reference,Reference,Reference,Reference,0.591,0.591,15,1.5,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.34,0.34,8.64,0.864,0.06,0.06,1.52,0.152,32.661,32.661,5.72,57.2,0.5833,5.833,583.26,5832.6,8.165,8.165,1.43,14.3,0.14581,1.4581,145.811,1458.11,0.06,0.06,1.52,0.152,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,9.145,9.145,40.68,4.148,4148.17,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.447,0.447,13.8,1.38,Reference,Reference,Reference,Reference,,0.002015
