title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb,field_nominal_load_build_spec_lb,field_nominal_load_lb,field_nominal_load_n,field_nominal_load_kg,field_nominal_load_gm,field_working_height_bud_spc_in,field_working_height_in,field_working_height_mm,field_working_height_cm
LWM35 160 2515S,LWM35 160 2515S,LWM351602515S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.99,0.99,25.15,2.515,0.125,0.125,3.18,0.318,70.118,70.118,12.28,122.8,1.2522,12.522,1252.17,12521.7,17.529,17.529,3.0699,30.699,0.31303,3.1303,313.033,3130.33,0.18,0.18,4.57,0.457,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,56.796,56.796,252.64,25.763,25762.67,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.24,3.324,Reference,Reference,Reference,Reference,,0.036848,35.969,35.969,160,16.316,16315.54,0.477,0.477,12.12,1.212
LWM35 160 3073S,LWM35 160 3073S,LWM351603073S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,1.21,1.21,30.73,3.073,0.15,0.15,3.81,0.381,57.384,57.384,10.05,100.5,1.0248,10.248,1024.76,10247.6,14.346,14.346,2.5125,25.125,0.25619,2.5619,256.191,2561.91,0.216,0.216,5.49,0.549,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,57.04,57.04,253.73,25.873,25873.34,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.24,3.324,Reference,Reference,Reference,Reference,,0.045037,35.969,35.969,160,16.316,16315.54,0.583,0.583,14.81,1.481
LWM35 160 3632S,LWM35 160 3632S,LWM351603632S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,1.43,1.43,36.32,3.632,0.18,0.18,4.57,0.457,48.534,48.534,8.5,85,0.8667,8.667,866.72,8667.2,12.134,12.134,2.1251,21.251,0.21669,2.1669,216.689,2166.89,0.252,0.252,6.4,0.64,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,57.173,57.173,254.32,25.934,25933.67,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.24,3.324,Reference,Reference,Reference,Reference,,0.053225,35.969,35.969,160,16.316,16315.54,0.689,0.689,17.5,1.75
LWM40 100 0914S,LWM40 100 0914S,LWM401000914S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.36,0.36,9.14,0.914,0.06,0.06,1.52,0.152,91.358,91.358,16,160,1.6315,16.315,1631.47,16314.7,22.84,22.84,4,40,0.40788,4.0788,407.877,4078.77,0.064,0.064,1.63,0.163,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,27.042,27.042,120.29,12.266,12266.25,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,37.03,3.703,Reference,Reference,Reference,Reference,,0.012251,22.481,22.481,100,10.197,10197.38,0.114,0.114,2.9,0.29
LWM40 100 1219S,LWM40 100 1219S,LWM401001219S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.48,0.48,12.19,1.219,0.08,0.08,2.03,0.203,68.519,68.519,12,120,1.2236,12.236,1223.61,12236.1,17.13,17.13,3,30,0.30591,3.0591,305.908,3059.08,0.08,0.08,2.03,0.203,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,27.408,27.408,121.92,12.432,12432.27,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,37.03,3.703,Reference,Reference,Reference,Reference,,0.016335,22.481,22.481,100,10.197,10197.38,0.152,0.152,3.86,0.386
LWM40 100 1524S,LWM40 100 1524S,LWM401001524S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.6,0.6,15.24,1.524,0.09,0.09,2.29,0.229,54.701,54.701,9.58,95.8,0.9769,9.769,976.85,9768.5,13.675,13.675,2.3949,23.949,0.24421,2.4421,244.208,2442.08,0.096,0.096,2.44,0.244,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,27.569,27.569,122.63,12.505,12505.3,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,37.03,3.703,Reference,Reference,Reference,Reference,,0.020419,22.481,22.481,100,10.197,10197.38,0.189,0.189,4.8,0.48
LWM40 100 1829S,LWM40 100 1829S,LWM401001829S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.72,0.72,18.29,1.829,0.1,0.1,2.54,0.254,45.622,45.622,7.99,79.9,0.8147,8.147,814.72,8147.2,11.406,11.406,1.9976,19.976,0.20369,2.0369,203.688,2036.88,0.112,0.112,2.85,0.285,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,27.738,27.738,123.38,12.582,12581.96,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,37.03,3.703,Reference,Reference,Reference,Reference,,0.024503,22.481,22.481,100,10.197,10197.38,0.227,0.227,5.77,0.577
LWM40 100 2134S,LWM40 100 2134S,LWM401002134S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.84,0.84,21.34,2.134,0.12,0.12,3.05,0.305,39.113,39.113,6.85,68.5,0.6985,6.985,698.48,6984.8,9.778,9.778,1.7125,17.125,0.17462,1.7462,174.616,1746.16,0.128,0.128,3.25,0.325,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,27.848,27.848,123.87,12.632,12631.85,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,37.03,3.703,Reference,Reference,Reference,Reference,,0.028586,22.481,22.481,100,10.197,10197.38,0.265,0.265,6.73,0.673
LWM40 100 2438S,LWM40 100 2438S,LWM401002438S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.96,0.96,24.38,2.438,0.125,0.125,3.18,0.318,34.202,34.202,5.99,59.9,0.6108,6.108,610.78,6107.8,8.551,8.551,1.4976,14.976,0.1527,1.527,152.704,1527.04,0.144,0.144,3.66,0.366,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,27.909,27.909,124.15,12.66,12659.52,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,37.03,3.703,Reference,Reference,Reference,Reference,,0.03267,22.481,22.481,100,10.197,10197.38,0.303,0.303,7.7,0.77
LWM40 100 2743S,LWM40 100 2743S,LWM401002743S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,1.08,1.08,27.43,2.743,0.15,0.15,3.81,0.381,30.434,30.434,5.33,53.3,0.5435,5.435,543.49,5434.9,7.608,7.608,1.3324,13.324,0.13586,1.3586,135.864,1358.64,0.16,0.16,4.06,0.406,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,27.999,27.999,124.55,12.7,12700.35,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,37.03,3.703,Reference,Reference,Reference,Reference,,0.036754,22.481,22.481,100,10.197,10197.38,0.341,0.341,8.66,0.866
LWM40 100 3353S,LWM40 100 3353S,LWM401003353S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,1.32,1.32,33.53,3.353,0.18,0.18,4.57,0.457,24.895,24.895,4.36,43.6,0.4446,4.446,444.57,4445.7,6.224,6.224,1.09,10.9,0.11115,1.1115,111.148,1111.48,0.192,0.192,4.88,0.488,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,28.082,28.082,124.91,12.738,12738,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,37.03,3.703,Reference,Reference,Reference,Reference,,0.044921,22.481,22.481,100,10.197,10197.38,0.417,0.417,10.59,1.059
LWM40 100 3962S,LWM40 100 3962S,LWM401003962S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,1.56,1.56,39.62,3.962,0.21,0.21,5.33,0.533,21.07,21.07,3.69,36.9,0.3763,3.763,376.27,3762.7,5.267,5.267,0.9224,9.224,0.09406,0.9406,94.058,940.58,0.224,0.224,5.69,0.569,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,28.15,28.15,125.22,12.769,12768.84,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,37.03,3.703,Reference,Reference,Reference,Reference,,0.053089,22.481,22.481,100,10.197,10197.38,0.493,0.493,12.52,1.252
LWM40 150 0914S,LWM40 150 0914S,LWM401500914S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.503,1.503,38.18,3.818,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.36,0.36,9.14,0.914,0.06,0.06,1.52,0.152,230.965,230.965,40.45,404.5,4.1246,41.246,4124.57,41245.7,57.741,57.741,10.1124,101.124,1.03114,10.3114,1031.139,10311.39,0.084,0.084,2.13,0.213,0.021,0.021,0.53,0.053,Stainless Steel Type 17-7 PH,17-7 PH,63.746,63.746,283.56,28.915,28915.19,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.217,1.217,37.12,3.712,Reference,Reference,Reference,Reference,,0.01705,33.721,33.721,150,15.296,15295.85,0.214,0.214,5.44,0.544
LWM40 150 1219S,LWM40 150 1219S,LWM401501219S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.503,1.503,38.18,3.818,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.48,0.48,12.19,1.219,0.08,0.08,2.03,0.203,172.896,172.896,30.28,302.8,3.0876,30.876,3087.58,30875.8,43.224,43.224,7.5699,75.699,0.77189,7.7189,771.894,7718.94,0.105,0.105,2.67,0.267,0.021,0.021,0.53,0.053,Stainless Steel Type 17-7 PH,17-7 PH,64.836,64.836,288.4,29.41,29409.61,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.217,1.217,37.12,3.712,Reference,Reference,Reference,Reference,,0.022733,33.721,33.721,150,15.296,15295.85,0.285,0.285,7.24,0.724
LWM40 150 1524S,LWM40 150 1524S,LWM401501524S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.503,1.503,38.18,3.818,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.6,0.6,15.24,1.524,0.09,0.09,2.29,0.229,138.18,138.18,24.2,242,2.4676,24.676,2467.62,24676.2,34.545,34.545,6.05,60.5,0.6169,6.169,616.905,6169.05,0.126,0.126,3.2,0.32,0.021,0.021,0.53,0.053,Stainless Steel Type 17-7 PH,17-7 PH,65.497,65.497,291.35,29.709,29709.44,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.217,1.217,37.12,3.712,Reference,Reference,Reference,Reference,,0.028416,33.721,33.721,150,15.296,15295.85,0.356,0.356,9.04,0.904
LWM40 150 1829S,LWM40 150 1829S,LWM401501829S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.503,1.503,38.18,3.818,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.72,0.72,18.29,1.829,0.1,0.1,2.54,0.254,115.112,115.112,20.16,201.6,2.0557,20.557,2055.67,20556.7,28.778,28.778,5.04,50.4,0.51392,5.1392,513.918,5139.18,0.147,0.147,3.73,0.373,0.021,0.021,0.53,0.053,Stainless Steel Type 17-7 PH,17-7 PH,65.959,65.959,293.4,29.919,29919,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.217,1.217,37.12,3.712,Reference,Reference,Reference,Reference,,0.034099,33.721,33.721,150,15.296,15295.85,0.427,0.427,10.85,1.085
LWM40 150 2134S,LWM40 150 2134S,LWM401502134S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.503,1.503,38.18,3.818,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.84,0.84,21.34,2.134,0.12,0.12,3.05,0.305,98.61,98.61,17.27,172.7,1.761,17.61,1760.98,17609.8,24.652,24.652,4.3174,43.174,0.44024,4.4024,440.235,4402.35,0.168,0.168,4.27,0.427,0.021,0.021,0.53,0.053,Stainless Steel Type 17-7 PH,17-7 PH,66.266,66.266,294.77,30.058,30058.26,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.217,1.217,37.12,3.712,Reference,Reference,Reference,Reference,,0.039782,33.721,33.721,150,15.296,15295.85,0.498,0.498,12.65,1.265
LWM40 150 2438S,LWM40 150 2438S,LWM401502438S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.503,1.503,38.18,3.818,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.96,0.96,24.38,2.438,0.125,0.125,3.18,0.318,86.448,86.448,15.14,151.4,1.5438,15.438,1543.79,15437.9,21.612,21.612,3.785,37.85,0.38595,3.8595,385.947,3859.47,0.189,0.189,4.8,0.48,0.021,0.021,0.53,0.053,Stainless Steel Type 17-7 PH,17-7 PH,66.651,66.651,296.48,30.233,30232.89,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.217,1.217,37.12,3.712,Reference,Reference,Reference,Reference,,0.045465,33.721,33.721,150,15.296,15295.85,0.57,0.57,14.48,1.448
LWM40 150 2743S,LWM40 150 2743S,LWM401502743S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.503,1.503,38.18,3.818,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,1.08,1.08,27.43,2.743,0.15,0.15,3.81,0.381,76.798,76.798,13.45,134.5,1.3715,13.715,1371.46,13714.6,19.2,19.2,3.3626,33.626,0.34287,3.4287,342.874,3428.74,0.21,0.21,5.33,0.533,0.021,0.021,0.53,0.053,Stainless Steel Type 17-7 PH,17-7 PH,66.814,66.814,297.2,30.307,30306.83,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.217,1.217,37.12,3.712,Reference,Reference,Reference,Reference,,0.051149,33.721,33.721,150,15.296,15295.85,0.641,0.641,16.28,1.628
LWM40 150 3353S,LWM40 150 3353S,LWM401503353S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.503,1.503,38.18,3.818,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,1.32,1.32,33.53,3.353,0.18,0.18,4.57,0.457,62.809,62.809,11,110,1.1216,11.216,1121.64,11216.4,15.702,15.702,2.7499,27.499,0.28041,2.8041,280.406,2804.06,0.252,0.252,6.4,0.64,0.021,0.021,0.53,0.053,Stainless Steel Type 17-7 PH,17-7 PH,67.08,67.08,298.39,30.427,30427.49,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.217,1.217,37.12,3.712,Reference,Reference,Reference,Reference,,0.062515,33.721,33.721,150,15.296,15295.85,0.783,0.783,19.89,1.989
LWM40 150 3962S,LWM40 150 3962S,LWM401503962S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.503,1.503,38.18,3.818,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,1.56,1.56,39.62,3.962,0.21,0.21,5.33,0.533,53.102,53.102,9.3,93,0.9483,9.483,948.3,9483,13.276,13.276,2.3251,23.251,0.23708,2.3708,237.083,2370.83,0.294,0.294,7.47,0.747,0.021,0.021,0.53,0.053,Stainless Steel Type 17-7 PH,17-7 PH,67.227,67.227,299.04,30.494,30494.17,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.217,1.217,37.12,3.712,Reference,Reference,Reference,Reference,,0.073881,33.721,33.721,150,15.296,15295.85,0.925,0.925,23.5,2.35
LWM40 300 0914S,LWM40 300 0914S,LWM403000914S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.36,0.36,9.14,0.914,0.06,0.06,1.52,0.152,492.25,492.25,86.209,862.09,8.7906,87.906,8790.6,87906,123.063,123.063,21.5524,215.524,2.19766,21.9766,2197.659,21976.59,0.072,0.072,1.83,0.183,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,141.768,141.768,630.62,64.306,64305.96,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,36.93,3.693,Reference,Reference,Reference,Reference,,0.013745,67.443,67.443,300,30.592,30592.14,0.223,0.223,5.66,0.566
LWM40 300 1219S,LWM40 300 1219S,LWM403001219S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.48,0.48,12.19,1.219,0.08,0.08,2.03,0.203,368.517,368.517,64.539,645.39,6.581,65.81,6580.98,65809.8,92.129,92.129,16.1348,161.348,1.64524,16.4524,1645.24,16452.4,0.09,0.09,2.29,0.229,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,143.722,143.722,639.31,65.192,65192.3,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,36.93,3.693,Reference,Reference,Reference,Reference,,0.018327,67.443,67.443,300,30.592,30592.14,0.297,0.297,7.54,0.754
LWM40 300 1524S,LWM40 300 1524S,LWM403001524S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.6,0.6,15.24,1.524,0.09,0.09,2.29,0.229,294.517,294.517,51.58,515.8,5.2595,52.595,5259.48,52594.8,73.629,73.629,12.8949,128.949,1.31487,13.1487,1314.867,13148.67,0.108,0.108,2.74,0.274,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,144.902,144.902,644.56,65.728,65727.55,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,36.93,3.693,Reference,Reference,Reference,Reference,,0.022909,67.443,67.443,300,30.592,30592.14,0.371,0.371,9.42,0.942
LWM40 300 1829S,LWM40 300 1829S,LWM403001829S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.72,0.72,18.29,1.829,0.1,0.1,2.54,0.254,246.154,246.154,43.11,431.1,4.3958,43.958,4395.82,43958.2,61.538,61.538,10.7773,107.773,1.09895,10.9895,1098.946,10989.46,0.126,0.126,3.2,0.32,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,146.215,146.215,650.4,66.323,66323.12,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,36.93,3.693,Reference,Reference,Reference,Reference,,0.027491,67.443,67.443,300,30.592,30592.14,0.446,0.446,11.33,1.133
LWM40 300 2134S,LWM40 300 2134S,LWM403002134S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.84,0.84,21.34,2.134,0.12,0.12,3.05,0.305,210.752,210.752,36.91,369.1,3.7636,37.636,3763.61,37636.1,52.688,52.688,9.2274,92.274,0.9409,9.409,940.902,9409.02,0.144,0.144,3.66,0.366,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,146.683,146.683,652.48,66.535,66535.41,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,36.93,3.693,Reference,Reference,Reference,Reference,,0.032072,67.443,67.443,300,30.592,30592.14,0.52,0.52,13.21,1.321
LWM40 300 2438S,LWM40 300 2438S,LWM403002438S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.49,1.49,37.85,3.785,Reference,Reference,Reference,Reference,1.575,1.575,40,4,1.181,1.181,30,3,MIN,MIN,MIN,MIN,0.96,0.96,24.38,2.438,0.125,0.125,3.18,0.318,184.258,184.258,32.27,322.7,3.2905,32.905,3290.48,32904.8,46.065,46.065,8.0675,80.675,0.82263,8.2263,822.629,8226.29,0.162,0.162,4.12,0.412,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,147.038,147.038,654.06,66.696,66696.44,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.224,1.224,36.93,3.693,Reference,Reference,Reference,Reference,,0.036654,67.443,67.443,300,30.592,30592.14,0.594,0.594,15.09,1.509
