title,model,field_published_stock_code,field_product_type,field_product_category,field_product_series,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_appr_num_coil_buld_spec_in,field_appr_num_coils_per_in,field_appr_num_coils_per_mm,field_appr_num_coils_per_cm,field_stiffness_build_spec_lb_in,field_stiffness_lb_in,field_stiffness_n_mm,field_stiffness_n_cm,field_stiffness_kg_mm,field_stiffness_kg_cm,field_stiffness_gm_mm,field_stiffness_gm_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_direction_of_wind,field_total_coils_bd_spe,field_total_coils,field_finish,field_weight_per_item_lb
LEC067E 36 S,LEC067E 36 S,LEC067E36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,3.5038,3.504,0.61363,6.1363,0.06257,0.6257,62.57,625.7,+/-0.35,+/-0.35,+/-0.0613,+/-0.613,+/-0.00625,+/-0.0625,+/-6.25,+/-62.5,0.366,0.366,9.3,0.93,Reference,Reference,Reference,Reference,14.925,14.9,0.6,5.9,310.274,310.3,1771.6,17716,5.541,55.41,5541,55410,0.067,0.067,1.7,0.17,2.9155,2.92,12.97,1.322,1322,+/-0.583,+/-0.583,+/-2.593,+/-0.264,+/-264,Right Hand,536.3134,536,Natural,0.785948
LEC069G 12 M,LEC069G 12 M,LEC069G12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,1.2524,1.252,0.21934,2.1934,0.02237,0.2237,22.37,223.7,+/-0.125,+/-0.125,+/-0.02189,+/-0.2189,+/-0.00223,+/-0.0223,+/-2.232,+/-22.32,0.612,0.612,15.54,1.554,Reference,Reference,Reference,Reference,14.493,14.4,0.6,5.7,107.658,107.7,614.7,6147,1.923,19.23,1923,19230,0.069,0.069,1.75,0.175,1.6,1.6,7.12,0.726,726,+/-0.32,+/-0.32,+/-1.423,+/-0.145,+/-145,Right Hand,172.913,173,Light Oil Coat,0.418017
LEC069G 12 S,LEC069G 12 S,LEC069G12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,1.0437,1.044,0.18279,1.8279,0.01864,0.1864,18.64,186.4,+/-0.104,+/-0.104,+/-0.01821,+/-0.1821,+/-0.00186,+/-0.0186,+/-1.857,+/-18.57,0.612,0.612,15.54,1.554,Reference,Reference,Reference,Reference,14.493,14.4,0.6,5.7,89.715,89.7,512.3,5123,1.602,16.02,1602,16020,0.069,0.069,1.75,0.175,1.3328,1.33,5.93,0.605,605,+/-0.267,+/-0.267,+/-1.188,+/-0.121,+/-121,Right Hand,172.913,173,Natural,0.425979
LEC069G 24 M,LEC069G 24 M,LEC069G24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,1.2524,1.252,0.21934,2.1934,0.02237,0.2237,22.37,223.7,+/-0.125,+/-0.125,+/-0.02189,+/-0.2189,+/-0.00223,+/-0.0223,+/-2.232,+/-22.32,0.612,0.612,15.54,1.554,Reference,Reference,Reference,Reference,14.493,14.4,0.6,5.7,107.658,107.7,614.7,6147,1.923,19.23,1923,19230,0.069,0.069,1.75,0.175,1.6,1.6,7.12,0.726,726,+/-0.32,+/-0.32,+/-1.423,+/-0.145,+/-145,Right Hand,346.826,347,Light Oil Coat,0.833644
LEC069G 24 S,LEC069G 24 S,LEC069G24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,1.0437,1.044,0.18279,1.8279,0.01864,0.1864,18.64,186.4,+/-0.104,+/-0.104,+/-0.01821,+/-0.1821,+/-0.00186,+/-0.0186,+/-1.857,+/-18.57,0.612,0.612,15.54,1.554,Reference,Reference,Reference,Reference,14.493,14.4,0.6,5.7,89.715,89.7,512.3,5123,1.602,16.02,1602,16020,0.069,0.069,1.75,0.175,1.3328,1.33,5.93,0.605,605,+/-0.267,+/-0.267,+/-1.188,+/-0.121,+/-121,Right Hand,346.826,347,Natural,0.849523
LEC069G 36 M,LEC069G 36 M,LEC069G36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,1.2524,1.252,0.21934,2.1934,0.02237,0.2237,22.37,223.7,+/-0.125,+/-0.125,+/-0.02189,+/-0.2189,+/-0.00223,+/-0.0223,+/-2.232,+/-22.32,0.612,0.612,15.54,1.554,Reference,Reference,Reference,Reference,14.493,14.4,0.6,5.7,107.658,107.7,614.7,6147,1.923,19.23,1923,19230,0.069,0.069,1.75,0.175,1.6,1.6,7.12,0.726,726,+/-0.32,+/-0.32,+/-1.423,+/-0.145,+/-145,Right Hand,520.7391,521,Light Oil Coat,1.249271
LEC069G 36 S,LEC069G 36 S,LEC069G36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,1.0437,1.044,0.18279,1.8279,0.01864,0.1864,18.64,186.4,+/-0.104,+/-0.104,+/-0.01821,+/-0.1821,+/-0.00186,+/-0.0186,+/-1.857,+/-18.57,0.612,0.612,15.54,1.554,Reference,Reference,Reference,Reference,14.493,14.4,0.6,5.7,89.715,89.7,512.3,5123,1.602,16.02,1602,16020,0.069,0.069,1.75,0.175,1.3328,1.33,5.93,0.605,605,+/-0.267,+/-0.267,+/-1.188,+/-0.121,+/-121,Right Hand,520.7391,521,Natural,1.273067
LEC075E 12 M,LEC075E 12 M,LEC075E12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,7.826,7.826,1.37059,13.7059,0.13976,1.3976,139.76,1397.6,+/-0.783,+/-0.783,+/-0.13713,+/-1.3713,+/-0.01398,+/-0.1398,+/-13.983,+/-139.83,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,618.258,618.3,3530.2,35302,11.041,110.41,11041,110410,0.075,0.075,1.91,0.191,5,5,22.24,2.268,2268,+/-1,+/-1,+/-4.448,+/-0.454,+/-454,Right Hand,159,159,Light Oil Coat,0.283703
LEC075E 12 S,LEC075E 12 S,LEC075E12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,6.5217,6.522,1.14216,11.4216,0.11646,1.1646,116.46,1164.6,+/-0.652,+/-0.652,+/-0.11419,+/-1.1419,+/-0.01164,+/-0.1164,+/-11.643,+/-116.43,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,515.215,515.2,2941.8,29418,9.201,92.01,9201,92010,0.075,0.075,1.91,0.191,4.165,4.17,18.53,1.889,1889,+/-0.833,+/-0.833,+/-3.705,+/-0.378,+/-378,Right Hand,159,159,Natural,0.289107
LEC075E 24 M,LEC075E 24 M,LEC075E24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,7.826,7.826,1.37059,13.7059,0.13976,1.3976,139.76,1397.6,+/-0.783,+/-0.783,+/-0.13713,+/-1.3713,+/-0.01398,+/-0.1398,+/-13.983,+/-139.83,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,618.258,618.3,3530.2,35302,11.041,110.41,11041,110410,0.075,0.075,1.91,0.191,5,5,22.24,2.268,2268,+/-1,+/-1,+/-4.448,+/-0.454,+/-454,Right Hand,319,319,Light Oil Coat,0.565644
LEC075E 24 S,LEC075E 24 S,LEC075E24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,6.5217,6.522,1.14216,11.4216,0.11646,1.1646,116.46,1164.6,+/-0.652,+/-0.652,+/-0.11419,+/-1.1419,+/-0.01164,+/-0.1164,+/-11.643,+/-116.43,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,515.215,515.2,2941.8,29418,9.201,92.01,9201,92010,0.075,0.075,1.91,0.191,4.165,4.17,18.53,1.889,1889,+/-0.833,+/-0.833,+/-3.705,+/-0.378,+/-378,Right Hand,319,319,Natural,0.576418
LEC075E 36 M,LEC075E 36 M,LEC075E36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,7.826,7.826,1.37059,13.7059,0.13976,1.3976,139.76,1397.6,+/-0.783,+/-0.783,+/-0.13713,+/-1.3713,+/-0.01398,+/-0.1398,+/-13.983,+/-139.83,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,618.258,618.3,3530.2,35302,11.041,110.41,11041,110410,0.075,0.075,1.91,0.191,5,5,22.24,2.268,2268,+/-1,+/-1,+/-4.448,+/-0.454,+/-454,Right Hand,479,479,Light Oil Coat,0.847584
LEC075E 36 S,LEC075E 36 S,LEC075E36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,6.5217,6.522,1.14216,11.4216,0.11646,1.1646,116.46,1164.6,+/-0.652,+/-0.652,+/-0.11419,+/-1.1419,+/-0.01164,+/-0.1164,+/-11.643,+/-116.43,0.35,0.35,8.89,0.889,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,515.215,515.2,2941.8,29418,9.201,92.01,9201,92010,0.075,0.075,1.91,0.191,4.165,4.17,18.53,1.889,1889,+/-0.833,+/-0.833,+/-3.705,+/-0.378,+/-378,Right Hand,479,479,Natural,0.863729
LEC075G 12 M,LEC075G 12 M,LEC075G12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,1.9534,1.953,0.3421,3.421,0.03488,0.3488,34.88,348.8,+/-0.195,+/-0.195,+/-0.03415,+/-0.3415,+/-0.00348,+/-0.0348,+/-3.482,+/-34.82,0.6,0.6,15.24,1.524,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,154.321,154.3,881.2,8812,2.756,27.56,2756,27560,0.075,0.075,1.91,0.191,2,2,8.9,0.907,907,+/-0.4,+/-0.4,+/-1.779,+/-0.181,+/-181,Right Hand,159,159,Light Oil Coat,0.450587
LEC075G 12 S,LEC075G 12 S,LEC075G12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,1.6278,1.628,0.28508,2.8508,0.02907,0.2907,29.07,290.7,+/-0.163,+/-0.163,+/-0.02855,+/-0.2855,+/-0.00291,+/-0.0291,+/-2.911,+/-29.11,0.6,0.6,15.24,1.524,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,128.601,128.6,734.3,7343,2.297,22.97,2297,22970,0.075,0.075,1.91,0.191,1.666,1.67,7.41,0.756,756,+/-0.333,+/-0.333,+/-1.481,+/-0.151,+/-151,Right Hand,159,159,Natural,0.45917
LEC075G 24 M,LEC075G 24 M,LEC075G24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,1.9534,1.953,0.3421,3.421,0.03488,0.3488,34.88,348.8,+/-0.195,+/-0.195,+/-0.03415,+/-0.3415,+/-0.00348,+/-0.0348,+/-3.482,+/-34.82,0.6,0.6,15.24,1.524,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,154.321,154.3,881.2,8812,2.756,27.56,2756,27560,0.075,0.075,1.91,0.191,2,2,8.9,0.907,907,+/-0.4,+/-0.4,+/-1.779,+/-0.181,+/-181,Right Hand,319,319,Light Oil Coat,0.898375
