title,model,field_published_stock_code,field_product_type,field_product_category,field_product_series,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_appr_num_coil_buld_spec_in,field_appr_num_coils_per_in,field_appr_num_coils_per_mm,field_appr_num_coils_per_cm,field_stiffness_build_spec_lb_in,field_stiffness_lb_in,field_stiffness_n_mm,field_stiffness_n_cm,field_stiffness_kg_mm,field_stiffness_kg_cm,field_stiffness_gm_mm,field_stiffness_gm_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_direction_of_wind,field_total_coils_bd_spe,field_total_coils,field_finish,field_weight_per_item_lb
LEC105JK 12S,LEC105JK 12S,LEC105JK12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,2.5501,2.55,0.44661,4.4661,0.04554,0.4554,45.54,455.4,+/-0.255,+/-0.255,+/-0.04466,+/-0.4466,+/-0.00455,+/-0.0455,+/-4.554,+/-45.54,0.915,0.915,23.24,2.324,Reference,Reference,Reference,Reference,9.524,9.5,0.4,3.7,143.175,143.2,817.5,8175,2.557,25.57,2557,25570,0.105,0.105,2.67,0.267,2.958,2.96,13.16,1.342,1342,+/-0.592,+/-0.592,+/-2.633,+/-0.269,+/-269,Right Hand,113.2857,113,Natural,0.973812
LEC105JK 24M,LEC105JK 24M,LEC105JK24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,2.9327,2.933,0.51361,5.1361,0.05237,0.5237,52.37,523.7,+/-0.293,+/-0.293,+/-0.05131,+/-0.5131,+/-0.00523,+/-0.0523,+/-5.232,+/-52.32,0.915,0.915,23.24,2.324,Reference,Reference,Reference,Reference,9.524,9.5,0.4,3.7,164.651,164.7,940.1,9401,2.94,29.4,2940,29400,0.105,0.105,2.67,0.267,3.4,3.4,15.12,1.542,1542,+/-0.68,+/-0.68,+/-3.025,+/-0.308,+/-308,Right Hand,227.5714,228,Light Oil Coat,1.902931
LEC105JK 24S,LEC105JK 24S,LEC105JK24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,2.5501,2.55,0.44661,4.4661,0.04554,0.4554,45.54,455.4,+/-0.255,+/-0.255,+/-0.04466,+/-0.4466,+/-0.00455,+/-0.0455,+/-4.554,+/-45.54,0.915,0.915,23.24,2.324,Reference,Reference,Reference,Reference,9.524,9.5,0.4,3.7,143.175,143.2,817.5,8175,2.557,25.57,2557,25570,0.105,0.105,2.67,0.267,2.958,2.96,13.16,1.342,1342,+/-0.592,+/-0.592,+/-2.633,+/-0.269,+/-269,Right Hand,227.5714,228,Natural,1.939177
LEC105JK 36M,LEC105JK 36M,LEC105JK36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,2.9327,2.933,0.51361,5.1361,0.05237,0.5237,52.37,523.7,+/-0.293,+/-0.293,+/-0.05131,+/-0.5131,+/-0.00523,+/-0.0523,+/-5.232,+/-52.32,0.915,0.915,23.24,2.324,Reference,Reference,Reference,Reference,9.524,9.5,0.4,3.7,164.651,164.7,940.1,9401,2.94,29.4,2940,29400,0.105,0.105,2.67,0.267,3.4,3.4,15.12,1.542,1542,+/-0.68,+/-0.68,+/-3.025,+/-0.308,+/-308,Right Hand,341.8571,342,Light Oil Coat,2.850252
LEC105JK 36S,LEC105JK 36S,LEC105JK36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,1.125,1.125,28.58,2.858,+/-0.020,+/-0.020,+/-0.51,+/-0.051,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,2.55,2.55,0.44659,4.4659,0.04554,0.4554,45.54,455.4,+/-0.255,+/-0.255,+/-0.04466,+/-0.4466,+/-0.00455,+/-0.0455,+/-4.554,+/-45.54,0.915,0.915,23.24,2.324,Reference,Reference,Reference,Reference,9.524,9.5,0.4,3.7,143.175,143.2,817.5,8175,2.557,25.57,2557,25570,0.105,0.105,2.67,0.267,2.958,2.96,13.16,1.342,1342,+/-0.592,+/-0.592,+/-2.633,+/-0.269,+/-269,Right Hand,341.857,342,Natural,2.904542
LEC112G 12 M,LEC112G 12 M,LEC112G12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,16.5679,16.568,2.90159,29.0159,0.29587,2.9587,295.87,2958.7,+/-1.657,+/-1.657,+/-0.2902,+/-2.902,+/-0.02959,+/-0.2959,+/-29.591,+/-295.91,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,8.929,8.9,0.4,3.5,871,871,4973.3,49733,15.554,155.54,15554,155540,0.112,0.112,2.84,0.284,8,8,35.59,3.629,3629,+/-1.6,+/-1.6,+/-7.117,+/-0.726,+/-726,Right Hand,106.1428,106,Light Oil Coat,0.637942
LEC112G 12 S,LEC112G 12 S,LEC112G12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,14.4068,14.407,2.52311,25.2311,0.25728,2.5728,257.28,2572.8,+/-1.441,+/-1.441,+/-0.25237,+/-2.5237,+/-0.02573,+/-0.2573,+/-25.733,+/-257.33,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,8.929,8.9,0.4,3.5,757.391,757.4,4324.6,43246,13.525,135.25,13525,135250,0.112,0.112,2.84,0.284,6.96,6.96,30.96,3.157,3157,+/-1.392,+/-1.392,+/-6.192,+/-0.631,+/-631,Right Hand,106.1428,106,Natural,0.650093
LEC112G 24 M,LEC112G 24 M,LEC112G24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,16.5679,16.568,2.90159,29.0159,0.29587,2.9587,295.87,2958.7,+/-1.657,+/-1.657,+/-0.2902,+/-2.902,+/-0.02959,+/-0.2959,+/-29.591,+/-295.91,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,8.929,8.9,0.4,3.5,871,871,4973.3,49733,15.554,155.54,15554,155540,0.112,0.112,2.84,0.284,8,8,35.59,3.629,3629,+/-1.6,+/-1.6,+/-7.117,+/-0.726,+/-726,Right Hand,213.2857,213,Light Oil Coat,1.269984
LEC112G 24 S,LEC112G 24 S,LEC112G24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,14.4068,14.407,2.52311,25.2311,0.25728,2.5728,257.28,2572.8,+/-1.441,+/-1.441,+/-0.25237,+/-2.5237,+/-0.02573,+/-0.2573,+/-25.733,+/-257.33,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,8.929,8.9,0.4,3.5,757.391,757.4,4324.6,43246,13.525,135.25,13525,135250,0.112,0.112,2.84,0.284,6.96,6.96,30.96,3.157,3157,+/-1.392,+/-1.392,+/-6.192,+/-0.631,+/-631,Right Hand,213.2857,213,Natural,1.294174
LEC112G 36 M,LEC112G 36 M,LEC112G36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,16.5679,16.568,2.90159,29.0159,0.29587,2.9587,295.87,2958.7,+/-1.657,+/-1.657,+/-0.2902,+/-2.902,+/-0.02959,+/-0.2959,+/-29.591,+/-295.91,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,8.929,8.9,0.4,3.5,871,871,4973.3,49733,15.554,155.54,15554,155540,0.112,0.112,2.84,0.284,8,8,35.59,3.629,3629,+/-1.6,+/-1.6,+/-7.117,+/-0.726,+/-726,Right Hand,320.4285,320,Light Oil Coat,1.902027
LEC112G 36 S,LEC112G 36 S,LEC112G36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,14.4068,14.407,2.52311,25.2311,0.25728,2.5728,257.28,2572.8,+/-1.441,+/-1.441,+/-0.25237,+/-2.5237,+/-0.02573,+/-0.2573,+/-25.733,+/-257.33,0.526,0.526,13.36,1.336,Reference,Reference,Reference,Reference,8.929,8.9,0.4,3.5,757.391,757.4,4324.6,43246,13.525,135.25,13525,135250,0.112,0.112,2.84,0.284,6.96,6.96,30.96,3.157,3157,+/-1.392,+/-1.392,+/-6.192,+/-0.631,+/-631,Right Hand,320.4285,320,Natural,1.938256
LEC125JK 12M,LEC125JK 12M,LEC125JK12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,7.467,7.467,1.30772,13.0772,0.13335,1.3335,133.35,1333.5,+/-0.747,+/-0.747,+/-0.13082,+/-1.3082,+/-0.01334,+/-0.1334,+/-13.34,+/-133.4,0.875,0.875,22.23,2.223,Reference,Reference,Reference,Reference,8,8,0.3,3.1,350.952,351,2003.9,20039,6.267,62.67,6267,62670,0.125,0.125,3.18,0.318,5.51,5.51,24.51,2.499,2499,+/-1.102,+/-1.102,+/-4.902,+/-0.5,+/-500,Right Hand,95,95,Light Oil Coat,1.117167
LEC125JK 12S,LEC125JK 12S,LEC125JK12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,6.4931,6.493,1.13716,11.3716,0.11595,1.1595,115.95,1159.5,+/-0.649,+/-0.649,+/-0.11366,+/-1.1366,+/-0.01159,+/-0.1159,+/-11.59,+/-115.9,0.875,0.875,22.23,2.223,Reference,Reference,Reference,Reference,8,8,0.3,3.1,305.176,305.2,1742.5,17425,5.45,54.5,5450,54500,0.125,0.125,3.18,0.318,4.7937,4.79,21.32,2.174,2174,+/-0.959,+/-0.959,+/-4.266,+/-0.435,+/-435,Right Hand,95,95,Natural,1.138447
LEC125JK 24M,LEC125JK 24M,LEC125JK24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,7.467,7.467,1.30772,13.0772,0.13335,1.3335,133.35,1333.5,+/-0.747,+/-0.747,+/-0.13082,+/-1.3082,+/-0.01334,+/-0.1334,+/-13.34,+/-133.4,0.875,0.875,22.23,2.223,Reference,Reference,Reference,Reference,8,8,0.3,3.1,350.952,351,2003.9,20039,6.267,62.67,6267,62670,0.125,0.125,3.18,0.318,5.51,5.51,24.51,2.499,2499,+/-1.102,+/-1.102,+/-4.902,+/-0.5,+/-500,Right Hand,191,191,Light Oil Coat,2.222817
LEC125JK 24S,LEC125JK 24S,LEC125JK24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,6.4931,6.493,1.13716,11.3716,0.11595,1.1595,115.95,1159.5,+/-0.649,+/-0.649,+/-0.11366,+/-1.1366,+/-0.01159,+/-0.1159,+/-11.59,+/-115.9,0.875,0.875,22.23,2.223,Reference,Reference,Reference,Reference,8,8,0.3,3.1,305.176,305.2,1742.5,17425,5.45,54.5,5450,54500,0.125,0.125,3.18,0.318,4.7937,4.79,21.32,2.174,2174,+/-0.959,+/-0.959,+/-4.266,+/-0.435,+/-435,Right Hand,191,191,Natural,2.265157
LEC125JK 36M,LEC125JK 36M,LEC125JK36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,7.467,7.467,1.30772,13.0772,0.13335,1.3335,133.35,1333.5,+/-0.747,+/-0.747,+/-0.13082,+/-1.3082,+/-0.01334,+/-0.1334,+/-13.34,+/-133.4,0.875,0.875,22.23,2.223,Reference,Reference,Reference,Reference,8,8,0.3,3.1,350.952,351,2003.9,20039,6.267,62.67,6267,62670,0.125,0.125,3.18,0.318,5.51,5.51,24.51,2.499,2499,+/-1.102,+/-1.102,+/-4.902,+/-0.5,+/-500,Right Hand,287,287,Light Oil Coat,3.328467
LEC125JK 36S,LEC125JK 36S,LEC125JK36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,6.4931,6.493,1.13716,11.3716,0.11595,1.1595,115.95,1159.5,+/-0.649,+/-0.649,+/-0.11366,+/-1.1366,+/-0.01159,+/-0.1159,+/-11.59,+/-115.9,0.875,0.875,22.23,2.223,Reference,Reference,Reference,Reference,8,8,0.3,3.1,305.176,305.2,1742.5,17425,5.45,54.5,5450,54500,0.125,0.125,3.18,0.318,4.7937,4.79,21.32,2.174,2174,+/-0.959,+/-0.959,+/-4.266,+/-0.435,+/-435,Right Hand,287,287,Natural,3.391867
