title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_base_in,field_outside_dia_base_mm,field_outside_dia_base_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
EI 010C 06 M,EI 010C 06 M,EI010C06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.223,0.223,0.039,0.39,0.004,0.04,4,40,0.022,0.022,0.0039,0.039,0.00039,0.0039,0.39,3.9,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,68.625,68.6,0.01,0.01,0.25,0.025,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.526,0.526,2.34,0.2386,238.6,3.01,3.01,76.45,7.645,0.696,0.696,17.68,1.768,Factory Option,Pre-coated with Tin,0.00052,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 06 S,EI 010C 06 S,EI010C06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.186,0.186,0.033,0.33,0.0033,0.033,3.3,33,0.018,0.018,0.0032,0.032,0.00032,0.0032,0.32,3.2,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,68.625,68.6,0.01,0.01,0.25,0.025,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.441,0.441,1.962,0.2,200,3.028,3.028,76.91,7.691,0.696,0.696,17.68,1.768,Factory Option,Passivate per ASTM A967,0.00053,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 06 S316,EI 010C 06 S316,EI010C06S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.186,0.186,0.033,0.33,0.0033,0.033,3.3,33,0.018,0.018,0.0032,0.032,0.00032,0.0032,0.32,3.2,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,68.625,68.6,0.01,0.01,0.25,0.025,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.33,0.33,1.468,0.1497,149.7,2.423,2.423,61.54,6.154,0.696,0.696,17.68,1.768,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00053,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 07 M,EI 010C 07 M,EI010C07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.02,0.02,0.51,0.051,0.188,0.188,0.033,0.33,0.0034,0.034,3.4,34,0.018,0.018,0.0032,0.032,0.00032,0.0032,0.32,3.2,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,81.125,81.1,0.01,0.01,0.25,0.025,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.526,0.526,2.34,0.2386,238.6,3.524,3.524,89.51,8.951,0.821,0.821,20.85,2.085,Factory Option,Pre-coated with Tin,0.00061,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 07 S,EI 010C 07 S,EI010C07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.02,0.02,0.51,0.051,0.157,0.157,0.027,0.27,0.0028,0.028,2.8,28,0.015,0.015,0.0026,0.026,0.00027,0.0027,0.27,2.7,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,81.125,81.1,0.01,0.01,0.25,0.025,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.441,0.441,1.962,0.2,200,3.545,3.545,90.04,9.004,0.821,0.821,20.85,2.085,Factory Option,Passivate per ASTM A967,0.00062,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 010C 07 S316,EI 010C 07 S316,EI010C07S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.02,0.02,0.51,0.051,0.157,0.157,0.027,0.27,0.0028,0.028,2.8,28,0.015,0.015,0.0026,0.026,0.00027,0.0027,0.27,2.7,0.089,0.089,2.26,0.226,REF,Reference,Reference,Reference,81.125,81.1,0.01,0.01,0.25,0.025,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.33,0.33,1.468,0.1497,149.7,2.834,2.834,71.98,7.198,0.821,0.821,20.85,2.085,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00062,0.089,0.089,2.26,0.226,Random,0.01,0.01,0.25,0.025
EI 011A 01 M,EI 011A 01 M,EI011A01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,11.1,11.1,1.944,19.44,0.1982,1.982,198.2,1982,1.1,1.1,0.1926,1.926,0.01964,0.1964,19.64,196.4,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,14.07,14.1,0.011,0.011,0.28,0.028,Standard Loops,0.1,0.1,0.445,0.0454,45.4,0.02,0.02,0.089,0.00907,9.07,1.14,1.14,5.071,0.5171,517.1,0.344,0.344,8.74,0.874,0.168,0.168,4.27,0.427,Factory Option,Pre-coated with Tin,0.00007,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 01 S,EI 011A 01 S,EI011A01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,9.25,9.25,1.62,16.2,0.1652,1.652,165.2,1652,0.925,0.925,0.162,1.62,0.01652,0.1652,16.52,165.2,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,14.07,14.1,0.011,0.011,0.28,0.028,Standard Loops,0.083,0.083,0.369,0.0376,37.6,0.0166,0.0166,0.0738,0.00753,7.53,0.95,0.95,4.226,0.4309,430.9,0.344,0.344,8.74,0.874,0.168,0.168,4.27,0.427,Factory Option,Passivate per ASTM A967,0.00008,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 01 S316,EI 011A 01 S316,EI011A01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,9.25,9.25,1.62,16.2,0.1652,1.652,165.2,1652,0.925,0.925,0.162,1.62,0.01652,0.1652,16.52,165.2,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,14.07,14.1,0.011,0.011,0.28,0.028,Standard Loops,0.083,0.083,0.369,0.0376,37.6,0.0166,0.0166,0.0738,0.00753,7.53,0.712,0.712,3.167,0.323,323,0.318,0.318,8.08,0.808,0.168,0.168,4.27,0.427,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00008,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 02 M,EI 011A 02 M,EI011A02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,7.9,7.9,1.384,13.84,0.1411,1.411,141.1,1411,0.79,0.79,0.1384,1.384,0.01411,0.1411,14.11,141.1,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,19.77,19.8,0.011,0.011,0.28,0.028,Standard Loops,0.1,0.1,0.445,0.0454,45.4,0.02,0.02,0.089,0.00907,9.07,1.14,1.14,5.071,0.5171,517.1,0.445,0.445,11.3,1.13,0.231,0.231,5.87,0.587,Factory Option,Pre-coated with Tin,0.0001,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 02 S,EI 011A 02 S,EI011A02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,6.58,6.58,1.152,11.52,0.1175,1.175,117.5,1175,0.658,0.658,0.1152,1.152,0.01175,0.1175,11.75,117.5,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,19.78,19.8,0.011,0.011,0.28,0.028,Standard Loops,0.083,0.083,0.369,0.0376,37.6,0.0166,0.0166,0.0738,0.00753,7.53,0.95,0.95,4.226,0.4309,430.9,0.445,0.445,11.3,1.13,0.231,0.231,5.87,0.587,Factory Option,Passivate per ASTM A967,0.0001,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 02 S316,EI 011A 02 S316,EI011A02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,6.58,6.58,1.152,11.52,0.1175,1.175,117.5,1175,0.658,0.658,0.1152,1.152,0.01175,0.1175,11.75,117.5,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,19.78,19.8,0.011,0.011,0.28,0.028,Standard Loops,0.083,0.083,0.369,0.0376,37.6,0.0166,0.0166,0.0738,0.00753,7.53,0.712,0.712,3.167,0.323,323,0.408,0.408,10.36,1.036,0.231,0.231,5.87,0.587,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0001,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 03 M,EI 011A 03 M,EI011A03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,5.9,5.9,1.033,10.33,0.1054,1.054,105.4,1054,0.59,0.59,0.1033,1.033,0.01054,0.1054,10.54,105.4,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,26.47,26.5,0.011,0.011,0.28,0.028,Standard Loops,0.1,0.1,0.445,0.0454,45.4,0.02,0.02,0.089,0.00907,9.07,1.14,1.14,5.071,0.5171,517.1,0.551,0.551,14,1.4,0.293,0.293,7.44,0.744,Factory Option,Pre-coated with Tin,0.00013,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 03 S,EI 011A 03 S,EI011A03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,4.92,4.92,0.862,8.62,0.0879,0.879,87.9,879,0.492,0.492,0.0862,0.862,0.00879,0.0879,8.79,87.9,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,26.45,26.5,0.011,0.011,0.28,0.028,Standard Loops,0.0829,0.0829,0.369,0.0376,37.6,0.0166,0.0166,0.0738,0.00753,7.53,0.95,0.95,4.226,0.4309,430.9,0.551,0.551,14,1.4,0.293,0.293,7.44,0.744,Factory Option,Passivate per ASTM A967,0.00013,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 03 S316,EI 011A 03 S316,EI011A03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,4.92,4.92,0.862,8.62,0.0879,0.879,87.9,879,0.492,0.492,0.0862,0.862,0.00879,0.0879,8.79,87.9,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,26.45,26.5,0.011,0.011,0.28,0.028,Standard Loops,0.0829,0.0829,0.369,0.0376,37.6,0.0166,0.0166,0.0738,0.00753,7.53,0.712,0.712,3.167,0.323,323,0.502,0.502,12.75,1.275,0.293,0.293,7.44,0.744,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00013,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 04 M,EI 011A 04 M,EI011A04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,4.8,4.8,0.841,8.41,0.0857,0.857,85.7,857,0.48,0.48,0.0841,0.841,0.00857,0.0857,8.57,85.7,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,32.54,32.5,0.011,0.011,0.28,0.028,Standard Loops,0.1,0.1,0.445,0.0454,45.4,0.02,0.02,0.089,0.00907,9.07,1.14,1.14,5.071,0.5171,517.1,0.655,0.655,16.64,1.664,0.356,0.356,9.04,0.904,Factory Option,Pre-coated with Tin,0.00016,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 04 S,EI 011A 04 S,EI011A04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,4.0001,4,0.701,7.01,0.0714,0.714,71.4,714,0.4,0.4,0.0701,0.701,0.00714,0.0714,7.14,71.4,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,32.54,32.5,0.011,0.011,0.28,0.028,Standard Loops,0.0829,0.0829,0.369,0.0376,37.6,0.0166,0.0166,0.0738,0.00753,7.53,0.95,0.95,4.226,0.4309,430.9,0.655,0.655,16.64,1.664,0.356,0.356,9.04,0.904,Factory Option,Passivate per ASTM A967,0.00016,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 04 S316,EI 011A 04 S316,EI011A04S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,4.0001,4,0.701,7.01,0.0714,0.714,71.4,714,0.4,0.4,0.0701,0.701,0.00714,0.0714,7.14,71.4,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,32.54,32.5,0.011,0.011,0.28,0.028,Standard Loops,0.0829,0.0829,0.369,0.0376,37.6,0.0166,0.0166,0.0738,0.00753,7.53,0.712,0.712,3.167,0.323,323,0.595,0.595,15.11,1.511,0.356,0.356,9.04,0.904,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00016,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 05 M,EI 011A 05 M,EI011A05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,4.1,4.1,0.718,7.18,0.0732,0.732,73.2,732,0.41,0.41,0.0718,0.718,0.00732,0.0732,7.32,73.2,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,38.09,38.1,0.011,0.011,0.28,0.028,Standard Loops,0.1,0.1,0.445,0.0454,45.4,0.02,0.02,0.089,0.00907,9.07,1.14,1.14,5.071,0.5171,517.1,0.754,0.754,19.15,1.915,0.418,0.418,10.62,1.062,Factory Option,Pre-coated with Tin,0.00019,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 05 S,EI 011A 05 S,EI011A05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,3.42,3.42,0.599,5.99,0.0611,0.611,61.1,611,0.342,0.342,0.0599,0.599,0.00611,0.0611,6.11,61.1,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,38.06,38.1,0.011,0.011,0.28,0.028,Standard Loops,0.0829,0.0829,0.369,0.0376,37.6,0.0166,0.0166,0.0738,0.00753,7.53,0.95,0.95,4.226,0.4309,430.9,0.754,0.754,19.15,1.915,0.418,0.418,10.62,1.062,Factory Option,Passivate per ASTM A967,0.00019,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 05 S316,EI 011A 05 S316,EI011A05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,3.42,3.42,0.599,5.99,0.0611,0.611,61.1,611,0.342,0.342,0.0599,0.599,0.00611,0.0611,6.11,61.1,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,38.06,38.1,0.011,0.011,0.28,0.028,Standard Loops,0.0829,0.0829,0.369,0.0376,37.6,0.0166,0.0166,0.0738,0.00753,7.53,0.712,0.712,3.167,0.323,323,0.683,0.683,17.35,1.735,0.418,0.418,10.62,1.062,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00019,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 06 M,EI 011A 06 M,EI011A06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,3.2,3.2,0.56,5.6,0.0571,0.571,57.1,571,0.32,0.32,0.056,0.56,0.00571,0.0571,5.71,57.1,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,48.8,48.8,0.011,0.011,0.28,0.028,Standard Loops,0.1,0.1,0.445,0.0454,45.4,0.02,0.02,0.089,0.00907,9.07,1.14,1.14,5.071,0.5171,517.1,0.95,0.95,24.13,2.413,0.543,0.543,13.79,1.379,Factory Option,Pre-coated with Tin,0.00024,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 06 S,EI 011A 06 S,EI011A06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,2.6702,2.67,0.468,4.68,0.0477,0.477,47.7,477,0.267,0.267,0.0468,0.468,0.00477,0.0477,4.77,47.7,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,48.74,48.7,0.011,0.011,0.28,0.028,Standard Loops,0.083,0.083,0.369,0.0376,37.6,0.0166,0.0166,0.0738,0.00753,7.53,0.95,0.95,4.226,0.4309,430.9,0.95,0.95,24.13,2.413,0.543,0.543,13.79,1.379,Factory Option,Passivate per ASTM A967,0.00024,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 06 S316,EI 011A 06 S316,EI011A06S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,2.6702,2.67,0.468,4.68,0.0477,0.477,47.7,477,0.267,0.267,0.0468,0.468,0.00477,0.0477,4.77,47.7,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,48.74,48.7,0.011,0.011,0.28,0.028,Standard Loops,0.083,0.083,0.369,0.0376,37.6,0.0166,0.0166,0.0738,0.00753,7.53,0.712,0.712,3.167,0.323,323,0.86,0.86,21.84,2.184,0.543,0.543,13.79,1.379,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00024,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 07 M,EI 011A 07 M,EI011A07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,2.5,2.5,0.438,4.38,0.0446,0.446,44.6,446,0.25,0.25,0.0438,0.438,0.00446,0.0446,4.46,44.6,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,62.47,62.5,0.011,0.011,0.28,0.028,Standard Loops,0.1,0.1,0.445,0.0454,45.4,0.02,0.02,0.089,0.00907,9.07,1.14,1.14,5.071,0.5171,517.1,1.166,1.166,29.62,2.962,0.668,0.668,16.97,1.697,Factory Option,Pre-coated with Tin,0.0003,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 07 S,EI 011A 07 S,EI011A07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,2.0829,2.083,0.365,3.65,0.0372,0.372,37.2,372,0.208,0.208,0.0364,0.364,0.00371,0.0371,3.71,37.1,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,62.49,62.5,0.011,0.011,0.28,0.028,Standard Loops,0.083,0.083,0.369,0.0376,37.6,0.0166,0.0166,0.0738,0.00753,7.53,0.95,0.95,4.226,0.4309,430.9,1.166,1.166,29.62,2.962,0.668,0.668,16.97,1.697,Factory Option,Passivate per ASTM A967,0.0003,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
EI 011A 07 S316,EI 011A 07 S316,EI011A07S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,2.0829,2.083,0.365,3.65,0.0372,0.372,37.2,372,0.208,0.208,0.0364,0.364,0.00371,0.0371,3.71,37.1,0.041,0.041,1.04,0.104,REF,Reference,Reference,Reference,62.49,62.5,0.011,0.011,0.28,0.028,Standard Loops,0.083,0.083,0.369,0.0376,37.6,0.0166,0.0166,0.0738,0.00753,7.53,0.712,0.712,3.167,0.323,323,1.051,1.051,26.7,2.67,0.668,0.668,16.97,1.697,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0003,0.041,0.041,1.04,0.104,Random,0.011,0.011,0.28,0.028
