title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_base_in,field_outside_dia_base_mm,field_outside_dia_base_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
EI 008AA 01M,EI 008AA 01M,EI008AA01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,1.21,1.21,0.212,2.12,0.0216,0.216,21.6,216,0.121,0.121,0.0212,0.212,0.00216,0.0216,2.16,21.6,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,14.719,14.7,0.008,0.008,0.2,0.02,Standard Loops,0.035,0.035,0.156,0.0159,15.9,0.007,0.007,0.0311,0.00318,3.18,0.386,0.386,1.717,0.1751,175.1,0.54,0.54,13.72,1.372,0.126,0.126,3.2,0.32,Factory Option,Pre-coated with Tin,0.00006,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 01S,EI 008AA 01S,EI008AA01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,1.009,1.009,0.177,1.77,0.018,0.18,18,180,0.1,0.1,0.0175,0.175,0.00179,0.0179,1.79,17.9,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,14.719,14.7,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.324,0.324,1.441,0.147,147,0.542,0.542,13.77,1.377,0.126,0.126,3.2,0.32,Factory Option,Passivate per ASTM A967,0.00006,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 01S316,EI 008AA 01S316,EI008AA01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,1.009,1.009,0.177,1.77,0.018,0.18,18,180,0.1,0.1,0.0175,0.175,0.00179,0.0179,1.79,17.9,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,14.719,14.7,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.243,0.243,1.081,0.1102,110.2,0.462,0.462,11.73,1.173,0.126,0.126,3.2,0.32,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00006,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 02M,EI 008AA 02M,EI008AA02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,0.789,0.789,0.138,1.38,0.0141,0.141,14.1,141,0.078,0.078,0.0137,0.137,0.00139,0.0139,1.39,13.9,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,22.594,22.6,0.008,0.008,0.2,0.02,Standard Loops,0.035,0.035,0.156,0.0159,15.9,0.007,0.007,0.0311,0.00318,3.18,0.386,0.386,1.717,0.1751,175.1,0.759,0.759,19.28,1.928,0.189,0.189,4.8,0.48,Factory Option,Pre-coated with Tin,0.00008,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 02S,EI 008AA 02S,EI008AA02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,0.657,0.657,0.115,1.15,0.0117,0.117,11.7,117,0.065,0.065,0.0114,0.114,0.00116,0.0116,1.16,11.6,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,22.594,22.6,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.324,0.324,1.441,0.147,147,0.762,0.762,19.35,1.935,0.189,0.189,4.8,0.48,Factory Option,Passivate per ASTM A967,0.00008,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 02S316,EI 008AA 02S316,EI008AA02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.313,0.313,7.95,0.795,0.02,0.02,0.51,0.051,0.657,0.657,0.115,1.15,0.0117,0.117,11.7,117,0.065,0.065,0.0114,0.114,0.00116,0.0116,1.16,11.6,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,22.594,22.6,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.243,0.243,1.081,0.1102,110.2,0.638,0.638,16.21,1.621,0.189,0.189,4.8,0.48,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00008,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 03M,EI 008AA 03M,EI008AA03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,0.587,0.587,0.103,1.03,0.0105,0.105,10.5,105,0.058,0.058,0.0102,0.102,0.00104,0.0104,1.04,10.4,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,30.344,30.3,0.008,0.008,0.2,0.02,Standard Loops,0.035,0.035,0.156,0.0159,15.9,0.007,0.007,0.0311,0.00318,3.18,0.386,0.386,1.717,0.1751,175.1,0.973,0.973,24.71,2.471,0.251,0.251,6.38,0.638,Factory Option,Pre-coated with Tin,0.00011,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 03S,EI 008AA 03S,EI008AA03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,0.489,0.489,0.086,0.86,0.0087,0.087,8.7,87,0.048,0.048,0.0084,0.084,0.00086,0.0086,0.86,8.6,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,30.344,30.3,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.324,0.324,1.441,0.147,147,0.978,0.978,24.84,2.484,0.251,0.251,6.38,0.638,Factory Option,Passivate per ASTM A967,0.00011,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 03S316,EI 008AA 03S316,EI008AA03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,0.489,0.489,0.086,0.86,0.0087,0.087,8.7,87,0.048,0.048,0.0084,0.084,0.00086,0.0086,0.86,8.6,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,30.344,30.3,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.243,0.243,1.081,0.1102,110.2,0.812,0.812,20.62,2.062,0.251,0.251,6.38,0.638,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00011,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 04M,EI 008AA 04M,EI008AA04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,0.466,0.466,0.082,0.82,0.0083,0.083,8.3,83,0.046,0.046,0.0081,0.081,0.00082,0.0082,0.82,8.2,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,38.219,38.2,0.008,0.008,0.2,0.02,Standard Loops,0.035,0.035,0.156,0.0159,15.9,0.007,0.007,0.0311,0.00318,3.18,0.386,0.386,1.717,0.1751,175.1,1.192,1.192,30.28,3.028,0.314,0.314,7.98,0.798,Factory Option,Pre-coated with Tin,0.00013,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 04S,EI 008AA 04S,EI008AA04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,0.388,0.388,0.068,0.68,0.0069,0.069,6.9,69,0.038,0.038,0.0067,0.067,0.00068,0.0068,0.68,6.8,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,38.219,38.2,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.324,0.324,1.441,0.147,147,1.197,1.197,30.4,3.04,0.314,0.314,7.98,0.798,Factory Option,Passivate per ASTM A967,0.00014,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 04S316,EI 008AA 04S316,EI008AA04S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,0.388,0.388,0.068,0.68,0.0069,0.069,6.9,69,0.038,0.038,0.0067,0.067,0.00068,0.0068,0.68,6.8,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,38.219,38.2,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.243,0.243,1.081,0.1102,110.2,0.989,0.989,25.12,2.512,0.314,0.314,7.98,0.798,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00014,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 05M,EI 008AA 05M,EI008AA05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.388,0.388,0.068,0.68,0.0069,0.069,6.9,69,0.038,0.038,0.0067,0.067,0.00068,0.0068,0.68,6.8,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,45.969,46,0.008,0.008,0.2,0.02,Standard Loops,0.035,0.035,0.156,0.0159,15.9,0.007,0.007,0.0311,0.00318,3.18,0.386,0.386,1.717,0.1751,175.1,1.407,1.407,35.74,3.574,0.376,0.376,9.55,0.955,Factory Option,Pre-coated with Tin,0.00016,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 05S,EI 008AA 05S,EI008AA05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.323,0.323,0.057,0.57,0.0058,0.058,5.8,58,0.032,0.032,0.0056,0.056,0.00057,0.0057,0.57,5.7,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,45.969,46,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.324,0.324,1.441,0.147,147,1.413,1.413,35.89,3.589,0.376,0.376,9.55,0.955,Factory Option,Passivate per ASTM A967,0.00016,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 05S316,EI 008AA 05S316,EI008AA05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.323,0.323,0.057,0.57,0.0058,0.058,5.8,58,0.032,0.032,0.0056,0.056,0.00057,0.0057,0.57,5.7,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,45.969,46,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.243,0.243,1.081,0.1102,110.2,1.162,1.162,29.51,2.951,0.376,0.376,9.55,0.955,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00016,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 06M,EI 008AA 06M,EI008AA06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.289,0.289,0.051,0.51,0.0052,0.052,5.2,52,0.028,0.028,0.0049,0.049,0.0005,0.005,0.5,5,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,61.594,61.6,0.008,0.008,0.2,0.02,Standard Loops,0.035,0.035,0.156,0.0159,15.9,0.007,0.007,0.0311,0.00318,3.18,0.386,0.386,1.717,0.1751,175.1,1.84,1.84,46.74,4.674,0.501,0.501,12.73,1.273,Factory Option,Pre-coated with Tin,0.00021,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 06S,EI 008AA 06S,EI008AA06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.241,0.241,0.042,0.42,0.0043,0.043,4.3,43,0.024,0.024,0.0042,0.042,0.00043,0.0043,0.43,4.3,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,61.594,61.6,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.324,0.324,1.441,0.147,147,1.849,1.849,46.96,4.696,0.501,0.501,12.73,1.273,Factory Option,Passivate per ASTM A967,0.00021,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 06S316,EI 008AA 06S316,EI008AA06S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.241,0.241,0.042,0.42,0.0043,0.043,4.3,43,0.024,0.024,0.0042,0.042,0.00043,0.0043,0.43,4.3,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,61.594,61.6,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.243,0.243,1.081,0.1102,110.2,1.512,1.512,38.4,3.84,0.501,0.501,12.73,1.273,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00021,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 07M,EI 008AA 07M,EI008AA07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.231,0.231,0.04,0.4,0.0041,0.041,4.1,41,0.023,0.023,0.004,0.04,0.00041,0.0041,0.41,4.1,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,77.219,77.2,0.008,0.008,0.2,0.02,Standard Loops,0.035,0.035,0.156,0.0159,15.9,0.007,0.007,0.0311,0.00318,3.18,0.386,0.386,1.717,0.1751,175.1,2.273,2.273,57.73,5.773,0.626,0.626,15.9,1.59,Factory Option,Pre-coated with Tin,0.00026,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 07S,EI 008AA 07S,EI008AA07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.192,0.192,0.034,0.34,0.0034,0.034,3.4,34,0.019,0.019,0.0033,0.033,0.00034,0.0034,0.34,3.4,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,77.219,77.2,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.324,0.324,1.441,0.147,147,2.284,2.284,58.01,5.801,0.626,0.626,15.9,1.59,Factory Option,Passivate per ASTM A967,0.00027,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 07S316,EI 008AA 07S316,EI008AA07S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.192,0.192,0.034,0.34,0.0034,0.034,3.4,34,0.019,0.019,0.0033,0.033,0.00034,0.0034,0.34,3.4,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,77.219,77.2,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.243,0.243,1.081,0.1102,110.2,1.864,1.864,47.35,4.735,0.626,0.626,15.9,1.59,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00027,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 08M,EI 008AA 08M,EI008AA08M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.192,0.192,0.034,0.34,0.0034,0.034,3.4,34,0.019,0.019,0.0033,0.033,0.00034,0.0034,0.34,3.4,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,92.844,92.8,0.008,0.008,0.2,0.02,Standard Loops,0.035,0.035,0.156,0.0159,15.9,0.007,0.007,0.0311,0.00318,3.18,0.386,0.386,1.717,0.1751,175.1,2.706,2.706,68.73,6.873,0.751,0.751,19.08,1.908,Factory Option,Pre-coated with Tin,0.00031,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 08S,EI 008AA 08S,EI008AA08S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.16,0.16,0.028,0.28,0.0029,0.029,2.9,29,0.015,0.015,0.0026,0.026,0.00027,0.0027,0.27,2.7,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,92.844,92.8,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.324,0.324,1.441,0.147,147,2.72,2.72,69.09,6.909,0.751,0.751,19.08,1.908,Factory Option,Passivate per ASTM A967,0.00032,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 008AA 08S316,EI 008AA 08S316,EI008AA08S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.16,0.16,0.028,0.28,0.0029,0.029,2.9,29,0.015,0.015,0.0026,0.026,0.00027,0.0027,0.27,2.7,0.062,0.062,1.57,0.157,REF,Reference,Reference,Reference,92.844,92.8,0.008,0.008,0.2,0.02,Standard Loops,0.029,0.029,0.129,0.0132,13.2,0.005,0.005,0.0222,0.00227,2.27,0.243,0.243,1.081,0.1102,110.2,2.212,2.212,56.18,5.618,0.751,0.751,19.08,1.908,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00032,0.062,0.062,1.57,0.157,Random,0.008,0.008,0.2,0.02
EI 009A 01 M,EI 009A 01 M,EI009A01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,3.7,3.7,0.648,6.48,0.0661,0.661,66.1,661,0.37,0.37,0.0648,0.648,0.00661,0.0661,6.61,66.1,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,16.8918,16.9,0.009,0.009,0.23,0.023,Standard Loops,0.06,0.06,0.267,0.0272,27.2,0.012,0.012,0.0534,0.00544,5.44,0.62,0.62,2.758,0.2812,281.2,0.4,0.4,10.16,1.016,0.16,0.16,4.06,0.406,Factory Option,Pre-coated with Tin,0.00006,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 01 S,EI 009A 01 S,EI009A01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,3.08,3.08,0.539,5.39,0.055,0.55,55,550,0.308,0.308,0.0539,0.539,0.0055,0.055,5.5,55,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,16.91,16.9,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.5164,0.5164,2.297,0.2342,234.2,0.4,0.4,10.16,1.016,0.16,0.16,4.06,0.406,Factory Option,Passivate per ASTM A967,0.00006,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
EI 009A 01 S316,EI 009A 01 S316,EI009A01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.063,0.063,1.6,0.16,0.004,0.004,0.1,0.01,0.25,0.25,6.35,0.635,0.02,0.02,0.51,0.051,3.08,3.08,0.539,5.39,0.055,0.55,55,550,0.308,0.308,0.0539,0.539,0.0055,0.055,5.5,55,0.045,0.045,1.14,0.114,REF,Reference,Reference,Reference,16.91,16.9,0.009,0.009,0.23,0.023,Standard Loops,0.0499,0.0499,0.222,0.0226,22.6,0.00998,0.00998,0.0444,0.00453,4.53,0.387,0.387,1.721,0.1755,175.5,0.359,0.359,9.12,0.912,0.16,0.16,4.06,0.406,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00006,0.045,0.045,1.14,0.114,Random,0.009,0.009,0.23,0.023
