title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_base_in,field_outside_dia_base_mm,field_outside_dia_base_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
EI 012C 02 S316,EI 012C 02 S316,EI012C02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,1.32,1.32,0.231,2.31,0.0236,0.236,23.6,236,0.131,0.131,0.0229,0.229,0.00234,0.0234,2.34,23.4,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,21.271,21.3,0.012,0.012,0.3,0.03,Standard Loops,0.071,0.071,0.316,0.0322,32.2,0.014,0.014,0.0623,0.00635,6.35,0.576,0.576,2.562,0.2613,261.3,0.82,0.82,20.83,2.083,0.267,0.267,6.78,0.678,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00025,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 03 M,EI 012C 03 M,EI012C03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,1.274,1.274,0.223,2.23,0.0228,0.228,22.8,228,0.127,0.127,0.0222,0.222,0.00227,0.0227,2.27,22.7,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,26.438,26.4,0.012,0.012,0.3,0.03,Standard Loops,0.085,0.085,0.378,0.0386,38.6,0.017,0.017,0.0756,0.00771,7.71,0.915,0.915,4.07,0.415,415,1.151,1.151,29.24,2.924,0.329,0.329,8.36,0.836,Factory Option,Pre-coated with Tin,0.00029,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 03 S,EI 012C 03 S,EI012C03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,1.062,1.062,0.186,1.86,0.019,0.19,19,190,0.106,0.106,0.0186,0.186,0.00189,0.0189,1.89,18.9,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,26.438,26.4,0.012,0.012,0.3,0.03,Standard Loops,0.071,0.071,0.316,0.0322,32.2,0.014,0.014,0.0623,0.00635,6.35,0.768,0.768,3.416,0.3484,348.4,1.157,1.157,29.39,2.939,0.329,0.329,8.36,0.836,Factory Option,Passivate per ASTM A967,0.0003,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 03 S316,EI 012C 03 S316,EI012C03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,1.062,1.062,0.186,1.86,0.019,0.19,19,190,0.106,0.106,0.0186,0.186,0.00189,0.0189,1.89,18.9,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,26.438,26.4,0.012,0.012,0.3,0.03,Standard Loops,0.071,0.071,0.316,0.0322,32.2,0.014,0.014,0.0623,0.00635,6.35,0.576,0.576,2.562,0.2613,261.3,0.975,0.975,24.77,2.477,0.329,0.329,8.36,0.836,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0003,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 04 M,EI 012C 04 M,EI012C04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.914,0.914,0.16,1.6,0.0163,0.163,16.3,163,0.091,0.091,0.0159,0.159,0.00163,0.0163,1.63,16.3,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,36.854,36.9,0.012,0.012,0.3,0.03,Standard Loops,0.085,0.085,0.378,0.0386,38.6,0.017,0.017,0.0756,0.00771,7.71,0.915,0.915,4.07,0.415,415,1.533,1.533,38.94,3.894,0.454,0.454,11.53,1.153,Factory Option,Pre-coated with Tin,0.0004,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 04 S,EI 012C 04 S,EI012C04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.762,0.762,0.133,1.33,0.0136,0.136,13.6,136,0.076,0.076,0.0133,0.133,0.00136,0.0136,1.36,13.6,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,36.854,36.9,0.012,0.012,0.3,0.03,Standard Loops,0.071,0.071,0.316,0.0322,32.2,0.014,0.014,0.0623,0.00635,6.35,0.768,0.768,3.416,0.3484,348.4,1.541,1.541,39.14,3.914,0.454,0.454,11.53,1.153,Factory Option,Passivate per ASTM A967,0.00041,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 04 S316,EI 012C 04 S316,EI012C04S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.762,0.762,0.133,1.33,0.0136,0.136,13.6,136,0.076,0.076,0.0133,0.133,0.00136,0.0136,1.36,13.6,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,36.854,36.9,0.012,0.012,0.3,0.03,Standard Loops,0.071,0.071,0.316,0.0322,32.2,0.014,0.014,0.0623,0.00635,6.35,0.576,0.576,2.562,0.2613,261.3,1.287,1.287,32.69,3.269,0.454,0.454,11.53,1.153,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00041,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 05 M,EI 012C 05 M,EI012C05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.713,0.713,0.125,1.25,0.0127,0.127,12.7,127,0.071,0.071,0.0124,0.124,0.00127,0.0127,1.27,12.7,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,47.271,47.3,0.012,0.012,0.3,0.03,Standard Loops,0.085,0.085,0.378,0.0386,38.6,0.017,0.017,0.0756,0.00771,7.71,0.915,0.915,4.07,0.415,415,1.914,1.914,48.62,4.862,0.579,0.579,14.71,1.471,Factory Option,Pre-coated with Tin,0.00051,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 05 S,EI 012C 05 S,EI012C05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.594,0.594,0.104,1.04,0.0106,0.106,10.6,106,0.059,0.059,0.0103,0.103,0.00105,0.0105,1.05,10.5,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,47.271,47.3,0.012,0.012,0.3,0.03,Standard Loops,0.071,0.071,0.316,0.0322,32.2,0.014,0.014,0.0623,0.00635,6.35,0.768,0.768,3.416,0.3484,348.4,1.924,1.924,48.87,4.887,0.579,0.579,14.71,1.471,Factory Option,Passivate per ASTM A967,0.00052,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 05 S316,EI 012C 05 S316,EI012C05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.594,0.594,0.104,1.04,0.0106,0.106,10.6,106,0.059,0.059,0.0103,0.103,0.00105,0.0105,1.05,10.5,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,47.271,47.3,0.012,0.012,0.3,0.03,Standard Loops,0.071,0.071,0.316,0.0322,32.2,0.014,0.014,0.0623,0.00635,6.35,0.576,0.576,2.562,0.2613,261.3,1.6,1.6,40.64,4.064,0.579,0.579,14.71,1.471,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00052,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 06 M,EI 012C 06 M,EI012C06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.584,0.584,0.102,1.02,0.0104,0.104,10.4,104,0.058,0.058,0.0102,0.102,0.00104,0.0104,1.04,10.4,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,57.688,57.7,0.012,0.012,0.3,0.03,Standard Loops,0.085,0.085,0.378,0.0386,38.6,0.017,0.017,0.0756,0.00771,7.71,0.915,0.915,4.07,0.415,415,2.296,2.296,58.32,5.832,0.704,0.704,17.88,1.788,Factory Option,Pre-coated with Tin,0.00062,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 06 S,EI 012C 06 S,EI012C06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.487,0.487,0.085,0.85,0.0087,0.087,8.7,87,0.048,0.048,0.0084,0.084,0.00086,0.0086,0.86,8.6,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,57.688,57.7,0.012,0.012,0.3,0.03,Standard Loops,0.071,0.071,0.316,0.0322,32.2,0.014,0.014,0.0623,0.00635,6.35,0.768,0.768,3.416,0.3484,348.4,2.308,2.308,58.62,5.862,0.704,0.704,17.88,1.788,Factory Option,Passivate per ASTM A967,0.00063,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 06 S316,EI 012C 06 S316,EI012C06S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.487,0.487,0.085,0.85,0.0087,0.087,8.7,87,0.048,0.048,0.0084,0.084,0.00086,0.0086,0.86,8.6,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,57.688,57.7,0.012,0.012,0.3,0.03,Standard Loops,0.071,0.071,0.316,0.0322,32.2,0.014,0.014,0.0623,0.00635,6.35,0.576,0.576,2.562,0.2613,261.3,1.911,1.911,48.54,4.854,0.704,0.704,17.88,1.788,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00063,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 07 M,EI 012C 07 M,EI012C07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.02,0.02,0.51,0.051,0.495,0.495,0.087,0.87,0.0088,0.088,8.8,88,0.049,0.049,0.0086,0.086,0.00088,0.0088,0.88,8.8,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,68.104,68.1,0.012,0.012,0.3,0.03,Standard Loops,0.085,0.085,0.378,0.0386,38.6,0.017,0.017,0.0756,0.00771,7.71,0.915,0.915,4.07,0.415,415,2.677,2.677,68,6.8,0.829,0.829,21.06,2.106,Factory Option,Pre-coated with Tin,0.00072,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 07 S,EI 012C 07 S,EI012C07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.02,0.02,0.51,0.051,0.412,0.412,0.072,0.72,0.0074,0.074,7.4,74,0.041,0.041,0.0072,0.072,0.00073,0.0073,0.73,7.3,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,68.104,68.1,0.012,0.012,0.3,0.03,Standard Loops,0.071,0.071,0.316,0.0322,32.2,0.014,0.014,0.0623,0.00635,6.35,0.768,0.768,3.416,0.3484,348.4,2.692,2.692,68.38,6.838,0.829,0.829,21.06,2.106,Factory Option,Passivate per ASTM A967,0.00074,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 012C 07 S316,EI 012C 07 S316,EI012C07S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.02,0.02,0.51,0.051,0.412,0.412,0.072,0.72,0.0074,0.074,7.4,74,0.041,0.041,0.0072,0.072,0.00073,0.0073,0.73,7.3,0.085,0.085,2.16,0.216,REF,Reference,Reference,Reference,68.104,68.1,0.012,0.012,0.3,0.03,Standard Loops,0.071,0.071,0.316,0.0322,32.2,0.014,0.014,0.0623,0.00635,6.35,0.576,0.576,2.562,0.2613,261.3,2.225,2.225,56.52,5.652,0.829,0.829,21.06,2.106,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00074,0.085,0.085,2.16,0.216,Random,0.012,0.012,0.3,0.03
EI 013B 01 M,EI 013B 01 M,EI013B01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,4.8,4.8,0.841,8.41,0.0857,0.857,85.7,857,0.48,0.48,0.0841,0.841,0.00857,0.0857,8.57,85.7,0.068,0.068,1.73,0.173,REF,Reference,Reference,Reference,16.7945,16.8,0.013,0.013,0.33,0.033,Standard Loops,0.13,0.13,0.578,0.059,59,0.026,0.026,0.1157,0.01179,11.79,1.25,1.25,5.56,0.567,567,0.605,0.605,15.37,1.537,0.239,0.239,6.07,0.607,Factory Option,Pre-coated with Tin,0.00019,0.068,0.068,1.73,0.173,Random,0.013,0.013,0.33,0.033
EI 013B 01 S,EI 013B 01 S,EI013B01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,4,4,0.701,7.01,0.0714,0.714,71.4,714,0.4,0.4,0.0701,0.701,0.00714,0.0714,7.14,71.4,0.068,0.068,1.73,0.173,REF,Reference,Reference,Reference,16.7945,16.8,0.013,0.013,0.33,0.033,Standard Loops,0.1082,0.1082,0.481,0.0491,49.1,0.02164,0.02164,0.0963,0.00982,9.82,1.0412,1.0412,4.631,0.4723,472.3,0.605,0.605,15.37,1.537,0.239,0.239,6.07,0.607,Factory Option,Passivate per ASTM A967,0.00019,0.068,0.068,1.73,0.173,Random,0.013,0.013,0.33,0.033
EI 013B 02 M,EI 013B 02 M,EI013B02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,3.7,3.7,0.648,6.48,0.0661,0.661,66.1,661,0.37,0.37,0.0648,0.648,0.00661,0.0661,6.61,66.1,0.068,0.068,1.73,0.173,REF,Reference,Reference,Reference,21.7875,21.8,0.013,0.013,0.33,0.033,Standard Loops,0.13,0.13,0.578,0.059,59,0.026,0.026,0.1157,0.01179,11.79,1.25,1.25,5.56,0.567,567,0.738,0.738,18.75,1.875,0.302,0.302,7.67,0.767,Factory Option,Pre-coated with Tin,0.00024,0.068,0.068,1.73,0.173,Random,0.013,0.013,0.33,0.033
EI 013B 02 S,EI 013B 02 S,EI013B02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,3.08,3.08,0.539,5.39,0.055,0.55,55,550,0.308,0.308,0.0539,0.539,0.0055,0.055,5.5,55,0.068,0.068,1.73,0.173,REF,Reference,Reference,Reference,21.8111,21.8,0.013,0.013,0.33,0.033,Standard Loops,0.1082,0.1082,0.481,0.0491,49.1,0.02164,0.02164,0.0963,0.00982,9.82,1.0412,1.0412,4.631,0.4723,472.3,0.738,0.738,18.75,1.875,0.302,0.302,7.67,0.767,Factory Option,Passivate per ASTM A967,0.00024,0.068,0.068,1.73,0.173,Random,0.013,0.013,0.33,0.033
EI 013B 03 M,EI 013B 03 M,EI013B03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,3.1,3.1,0.543,5.43,0.0554,0.554,55.4,554,0.31,0.31,0.0543,0.543,0.00554,0.0554,5.54,55.4,0.068,0.068,1.73,0.173,REF,Reference,Reference,Reference,26.0044,26,0.013,0.013,0.33,0.033,Standard Loops,0.13,0.13,0.578,0.059,59,0.026,0.026,0.1157,0.01179,11.79,1.25,1.25,5.56,0.567,567,0.86,0.86,21.84,2.184,0.364,0.364,9.25,0.925,Factory Option,Pre-coated with Tin,0.00028,0.068,0.068,1.73,0.173,Random,0.013,0.013,0.33,0.033
EI 013B 03 S,EI 013B 03 S,EI013B03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,2.58,2.58,0.452,4.52,0.0461,0.461,46.1,461,0.258,0.258,0.0452,0.452,0.00461,0.0461,4.61,46.1,0.068,0.068,1.73,0.173,REF,Reference,Reference,Reference,26.038,26,0.013,0.013,0.33,0.033,Standard Loops,0.1082,0.1082,0.481,0.0491,49.1,0.02164,0.02164,0.0963,0.00982,9.82,1.0412,1.0412,4.631,0.4723,472.3,0.86,0.86,21.84,2.184,0.364,0.364,9.25,0.925,Factory Option,Passivate per ASTM A967,0.00029,0.068,0.068,1.73,0.173,Random,0.013,0.013,0.33,0.033
EI 013B 04 M,EI 013B 04 M,EI013B04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,2.26,2.26,0.396,3.96,0.0404,0.404,40.4,404,0.226,0.226,0.0396,0.396,0.00404,0.0404,4.04,40.4,0.068,0.068,1.73,0.173,REF,Reference,Reference,Reference,35.6698,35.7,0.013,0.013,0.33,0.033,Standard Loops,0.13,0.13,0.578,0.059,59,0.026,0.026,0.1157,0.01179,11.79,1.25,1.25,5.56,0.567,567,1.125,1.125,28.58,2.858,0.489,0.489,12.42,1.242,Factory Option,Pre-coated with Tin,0.00038,0.068,0.068,1.73,0.173,Random,0.013,0.013,0.33,0.033
EI 013B 04 S,EI 013B 04 S,EI013B04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,1.88,1.88,0.329,3.29,0.0336,0.336,33.6,336,0.188,0.188,0.0329,0.329,0.00336,0.0336,3.36,33.6,0.068,0.068,1.73,0.173,REF,Reference,Reference,Reference,35.733,35.7,0.013,0.013,0.33,0.033,Standard Loops,0.1082,0.1082,0.481,0.0491,49.1,0.02164,0.02164,0.0963,0.00982,9.82,1.0412,1.0412,4.631,0.4723,472.3,1.125,1.125,28.58,2.858,0.489,0.489,12.42,1.242,Factory Option,Passivate per ASTM A967,0.00039,0.068,0.068,1.73,0.173,Random,0.013,0.013,0.33,0.033
EI 013B 05 M,EI 013B 05 M,EI013B05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,1.8,1.8,0.315,3.15,0.0321,0.321,32.1,321,0.18,0.18,0.0315,0.315,0.00321,0.0321,3.21,32.1,0.068,0.068,1.73,0.173,REF,Reference,Reference,Reference,44.7854,44.8,0.013,0.013,0.33,0.033,Standard Loops,0.13,0.13,0.578,0.059,59,0.026,0.026,0.1157,0.01179,11.79,1.25,1.25,5.56,0.567,567,1.37,1.37,34.8,3.48,0.614,0.614,15.6,1.56,Factory Option,Pre-coated with Tin,0.00047,0.068,0.068,1.73,0.173,Random,0.013,0.013,0.33,0.033
EI 013B 05 S,EI 013B 05 S,EI013B05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,1.5,1.5,0.263,2.63,0.0268,0.268,26.8,268,0.15,0.15,0.0263,0.263,0.00268,0.0268,2.68,26.8,0.068,0.068,1.73,0.173,REF,Reference,Reference,Reference,44.7854,44.8,0.013,0.013,0.33,0.033,Standard Loops,0.1082,0.1082,0.481,0.0491,49.1,0.02164,0.02164,0.0963,0.00982,9.82,1.0412,1.0412,4.631,0.4723,472.3,1.37,1.37,34.8,3.48,0.614,0.614,15.6,1.56,Factory Option,Passivate per ASTM A967,0.00048,0.068,0.068,1.73,0.173,Random,0.013,0.013,0.33,0.033
EI 013B 06 M,EI 013B 06 M,EI013B06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,1.5,1.5,0.263,2.63,0.0268,0.268,26.8,268,0.15,0.15,0.0263,0.263,0.00268,0.0268,2.68,26.8,0.068,0.068,1.73,0.173,REF,Reference,Reference,Reference,53.7425,53.7,0.013,0.013,0.33,0.033,Standard Loops,0.13,0.13,0.578,0.059,59,0.026,0.026,0.1157,0.01179,11.79,1.25,1.25,5.56,0.567,567,1.625,1.625,41.28,4.128,0.739,0.739,18.77,1.877,Factory Option,Pre-coated with Tin,0.00056,0.068,0.068,1.73,0.173,Random,0.013,0.013,0.33,0.033
