title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date, ,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm, field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm, field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_color,field_weight_per_item_lb
LC 026BC 13S,LC 026BC 13S,LC026BC13S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.21,0.21,5.33,0.533,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.219,0.219,5.56,0.556,0.15,0.15,3.81,0.381,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.07,0.07,1.78,0.178,3.2504,3.25,0.569,5.69,0.058,0.58,58.05,580.5,0.325,0.325,0.0569,0.569,0.0058,0.058,5.804,58.04,0.809,0.809,20.55,2.055,0.026,0.026,0.66,Stainless Steel,SS,3.9478,3.948,17.56,1.791,1790.72,Squared and Ground,Factory Option,28.21,28.21,Reference,Reference,30.21,30.21,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.158,0.158,4.01,0.401,Reference,Reference,Reference,Reference,,0.0028
LC 026BC 13S316,LC 026BC 13S316,LC026BC13S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.21,0.21,5.33,0.533,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.219,0.219,5.56,0.556,0.15,0.15,3.81,0.381,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.07,0.07,1.78,0.178,3.2504,3.25,0.569,5.69,0.058,0.58,58.05,580.5,0.325,0.325,0.0569,0.569,0.0058,0.058,5.804,58.04,0.809,0.809,20.55,2.055,0.026,0.026,0.66,Stainless Steel Type 316,SS316,3.9478,3.948,17.56,1.791,1790.72,Squared and Ground,Factory Option,28.21,28.21,Reference,Reference,30.21,30.21,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.158,0.158,4.01,0.401,Reference,Reference,Reference,Reference,,0.0028
LC 026C 0 M,LC 026C 0 M,LC026C0M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.179,0.179,4.55,0.455,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,27.8,27.8,4.869,48.69,0.4965,4.965,496.45,4964.5,2.78,2.78,0.4869,4.869,0.04965,0.4965,49.645,496.45,0.128,0.128,3.25,0.325,0.026,0.026,0.66,Music Wire,MW,5.3,5.3,23.58,2.404,2404.08,Squared and Ground,Factory Option,2.5159,2.5159,Reference,Reference,4.52,4.52,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.188,0.188,4.78,0.478,Reference,Reference,Reference,Reference,,0.0004815
LC 026C 0 S,LC 026C 0 S,LC026C0S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.179,0.179,4.55,0.455,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,23.2,23.2,4.063,40.63,0.4143,4.143,414.31,4143.1,2.32,2.32,0.4063,4.063,0.04143,0.4143,41.431,414.31,0.128,0.128,3.25,0.325,0.026,0.026,0.66,Stainless Steel,SS,4.4149,4.415,19.64,2.003,2002.6,Squared and Ground,Factory Option,2.5123,2.5123,Reference,Reference,4.51,4.51,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.188,0.188,4.78,0.478,Reference,Reference,Reference,Reference,,0.0004903
LC 026C 0 S316,LC 026C 0 S316,LC026C0S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.179,0.179,4.55,0.455,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,23.2,23.2,4.063,40.63,0.4143,4.143,414.31,4143.1,2.32,2.32,0.4063,4.063,0.04143,0.4143,41.431,414.31,0.128,0.128,3.25,0.325,0.026,0.026,0.66,Stainless Steel Type 316,SS316,4.4149,4.415,19.64,2.003,2002.6,Squared and Ground,Factory Option,2.5123,2.5123,Reference,Reference,4.51,4.51,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.188,0.188,4.78,0.478,Reference,Reference,Reference,Reference,,0.0004903
LC 026C 01 M,LC 026C 01 M,LC026C01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.179,0.179,4.55,0.455,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,24,24,4.203,42.03,0.4286,4.286,428.59,4285.9,2.4,2.4,0.4203,4.203,0.04286,0.4286,42.859,428.59,0.131,0.131,3.33,0.333,0.026,0.026,0.66,Music Wire,MW,5.3,5.3,23.58,2.404,2404.08,Squared and Ground,Factory Option,2.9142,2.9142,Reference,Reference,4.91,4.91,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.188,0.188,4.78,0.478,Reference,Reference,Reference,Reference,,0.000524
LC 026C 01 S,LC 026C 01 S,LC026C01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.179,0.179,4.55,0.455,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,20,20,3.503,35.03,0.3572,3.572,357.16,3571.6,2,2,0.3503,3.503,0.03572,0.3572,35.716,357.16,0.131,0.131,3.33,0.333,0.026,0.026,0.66,Stainless Steel,SS,4.4149,4.415,19.64,2.003,2002.6,Squared and Ground,Factory Option,2.9142,2.9142,Reference,Reference,4.91,4.91,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.188,0.188,4.78,0.478,Reference,Reference,Reference,Reference,,0.000534
LC 026C 01 S316,LC 026C 01 S316,LC026C01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.179,0.179,4.55,0.455,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,20,20,3.503,35.03,0.3572,3.572,357.16,3571.6,2,2,0.3503,3.503,0.03572,0.3572,35.716,357.16,0.131,0.131,3.33,0.333,0.026,0.026,0.66,Stainless Steel Type 316,SS316,4.4149,4.415,19.64,2.003,2002.6,Squared and Ground,Factory Option,2.9142,2.9142,Reference,Reference,4.91,4.91,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.188,0.188,4.78,0.478,Reference,Reference,Reference,Reference,,0.000534
LC 026C 02 M,LC 026C 02 M,LC026C02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.179,0.179,4.55,0.455,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,20,20,3.503,35.03,0.3572,3.572,357.16,3571.6,2,2,0.3503,3.503,0.03572,0.3572,35.716,357.16,0.151,0.151,3.84,0.384,0.026,0.026,0.66,Music Wire,MW,5.3,5.3,23.58,2.404,2404.08,Squared and Ground,Factory Option,3.4971,3.4971,Reference,Reference,5.5,5.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.188,0.188,4.78,0.478,Reference,Reference,Reference,Reference,,0.0005861
LC 026C 02 S,LC 026C 02 S,LC026C02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.179,0.179,4.55,0.455,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,16.7,16.7,2.925,29.25,0.2982,2.982,298.23,2982.3,1.67,1.67,0.2925,2.925,0.02982,0.2982,29.823,298.23,0.151,0.151,3.84,0.384,0.026,0.026,0.66,Stainless Steel,SS,4.4149,4.415,19.64,2.003,2002.6,Squared and Ground,Factory Option,3.4901,3.4901,Reference,Reference,5.49,5.49,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.188,0.188,4.78,0.478,Reference,Reference,Reference,Reference,,0.0005965
LC 026C 02 S316,LC 026C 02 S316,LC026C02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.179,0.179,4.55,0.455,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,16.7,16.7,2.925,29.25,0.2982,2.982,298.23,2982.3,1.67,1.67,0.2925,2.925,0.02982,0.2982,29.823,298.23,0.151,0.151,3.84,0.384,0.026,0.026,0.66,Stainless Steel Type 316,SS316,4.4149,4.415,19.64,2.003,2002.6,Squared and Ground,Factory Option,3.4901,3.4901,Reference,Reference,5.49,5.49,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.188,0.188,4.78,0.478,Reference,Reference,Reference,Reference,,0.0005965
LC 026C 03 M,LC 026C 03 M,LC026C03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.179,0.179,4.55,0.455,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,17,17,2.977,29.77,0.3036,3.036,303.59,3035.9,1.7,1.7,0.2977,2.977,0.03036,0.3036,30.359,303.59,0.164,0.164,4.17,0.417,0.026,0.026,0.66,Music Wire,MW,5.3,5.3,23.58,2.404,2404.08,Squared and Ground,Factory Option,4.1142,4.1142,Reference,Reference,6.11,6.11,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.188,0.188,4.78,0.478,Reference,Reference,Reference,Reference,,0.0006519
LC 026C 03 S,LC 026C 03 S,LC026C03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.179,0.179,4.55,0.455,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,14.2,14.2,2.487,24.87,0.2536,2.536,253.58,2535.8,1.42,1.42,0.2487,2.487,0.02536,0.2536,25.358,253.58,0.164,0.164,4.17,0.417,0.026,0.026,0.66,Stainless Steel,SS,4.4149,4.415,19.64,2.003,2002.6,Squared and Ground,Factory Option,4.1046,4.1046,Reference,Reference,6.1,6.1,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.188,0.188,4.78,0.478,Reference,Reference,Reference,Reference,,0.0006633
LC 026C 03 S316,LC 026C 03 S316,LC026C03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.179,0.179,4.55,0.455,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,14.2,14.2,2.487,24.87,0.2536,2.536,253.58,2535.8,1.42,1.42,0.2487,2.487,0.02536,0.2536,25.358,253.58,0.164,0.164,4.17,0.417,0.026,0.026,0.66,Stainless Steel Type 316,SS316,4.4149,4.415,19.64,2.003,2002.6,Squared and Ground,Factory Option,4.1046,4.1046,Reference,Reference,6.1,6.1,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.188,0.188,4.78,0.478,Reference,Reference,Reference,Reference,,0.0006633
LC 026C 04 M,LC 026C 04 M,LC026C04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.179,0.179,4.55,0.455,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,14,14,2.452,24.52,0.25,2.5,250.01,2500.1,1.4,1.4,0.2452,2.452,0.025,0.25,25.001,250.01,0.183,0.183,4.65,0.465,0.026,0.026,0.66,Music Wire,MW,5.3,5.3,23.58,2.404,2404.08,Squared and Ground,Factory Option,4.9959,4.9959,Reference,Reference,7,7,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.188,0.188,4.78,0.478,Reference,Reference,Reference,Reference,,0.0007459
LC 026C 04 S,LC 026C 04 S,LC026C04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.179,0.179,4.55,0.455,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,11.7,11.7,2.049,20.49,0.2089,2.089,208.94,2089.4,1.17,1.17,0.2049,2.049,0.02089,0.2089,20.894,208.94,0.183,0.183,4.65,0.465,0.026,0.026,0.66,Stainless Steel,SS,4.4149,4.415,19.64,2.003,2002.6,Squared and Ground,Factory Option,4.9816,4.9816,Reference,Reference,6.98,6.98,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.188,0.188,4.78,0.478,Reference,Reference,Reference,Reference,,0.0007586
