title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LW 056 11 0650S,LW 056 11 0650S,LW056110650S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.528,0.528,13.41,1.341,Reference,Reference,Reference,Reference,0.562,0.562,14.27,1.427,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,0.65,0.65,16.51,1.651,0.09,0.09,2.29,0.229,33,33,5.779,57.79,0.5893,5.893,589.31,5893.1,8.25,8.25,1.4448,14.448,0.14733,1.4733,147.329,1473.29,0.132,0.132,3.35,0.335,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,17.094,17.094,76.04,7.754,7753.84,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.408,0.408,10.36,1.036,Reference,Reference,Reference,Reference,,0.003945
LW 056 11 0715S,LW 056 11 0715S,LW056110715S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.528,0.528,13.41,1.341,Reference,Reference,Reference,Reference,0.562,0.562,14.27,1.427,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,0.715,0.715,18.16,1.816,0.09,0.09,2.29,0.229,30,30,5.254,52.54,0.5357,5.357,535.74,5357.4,7.5,7.5,1.3135,13.135,0.13394,1.3394,133.935,1339.35,0.144,0.144,3.66,0.366,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,17.13,17.13,76.2,7.77,7770.17,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.408,0.408,10.36,1.036,Reference,Reference,Reference,Reference,,0.005211
LW 056 18 0195S,LW 056 18 0195S,LW056180195S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.528,0.528,13.41,1.341,Reference,Reference,Reference,Reference,0.562,0.562,14.27,1.427,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,0.195,0.195,4.95,0.495,0.06,0.06,1.52,0.152,176,176,30.823,308.23,3.143,31.43,3143.01,31430.1,44,44,7.7059,77.059,0.78575,7.8575,785.752,7857.52,0.06,0.06,1.52,0.152,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,23.76,23.76,105.69,10.778,10777.54,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.408,0.408,10.36,1.036,Reference,Reference,Reference,Reference,,0.001357
LW 056 18 0260S,LW 056 18 0260S,LW056180260S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.528,0.528,13.41,1.341,Reference,Reference,Reference,Reference,0.562,0.562,14.27,1.427,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,0.26,0.26,6.6,0.66,0.06,0.06,1.52,0.152,145,145,25.394,253.94,2.5894,25.894,2589.41,25894.1,36.25,36.25,6.3486,63.486,0.64735,6.4735,647.353,6473.53,0.075,0.075,1.91,0.191,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,26.825,26.825,119.32,12.168,12167.82,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.408,0.408,10.36,1.036,Reference,Reference,Reference,Reference,,0.001809
LW 056 18 0325S,LW 056 18 0325S,LW056180325S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.528,0.528,13.41,1.341,Reference,Reference,Reference,Reference,0.562,0.562,14.27,1.427,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,0.325,0.325,8.26,0.826,0.06,0.06,1.52,0.152,113,113,19.79,197.9,2.018,20.18,2017.95,20179.5,28.25,28.25,4.9475,49.475,0.50449,5.0449,504.489,5044.89,0.09,0.09,2.29,0.229,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,26.555,26.555,118.12,12.045,12045.35,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.408,0.408,10.36,1.036,Reference,Reference,Reference,Reference,,0.002262
LW 056 18 0390S,LW 056 18 0390S,LW056180390S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.528,0.528,13.41,1.341,Reference,Reference,Reference,Reference,0.562,0.562,14.27,1.427,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,0.39,0.39,9.91,0.991,0.06,0.06,1.52,0.152,101,101,17.688,176.88,1.8037,18.037,1803.66,18036.6,25.25,25.25,4.4221,44.221,0.45091,4.5091,450.915,4509.15,0.105,0.105,2.67,0.267,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,28.785,28.785,128.04,13.057,13056.88,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.408,0.408,10.36,1.036,Reference,Reference,Reference,Reference,,0.002714
LW 056 18 0455S,LW 056 18 0455S,LW056180455S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.528,0.528,13.41,1.341,Reference,Reference,Reference,Reference,0.562,0.562,14.27,1.427,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,0.455,0.455,11.56,1.156,0.06,0.06,1.52,0.152,86,86,15.061,150.61,1.5358,15.358,1535.79,15357.9,21.5,21.5,3.7654,37.654,0.38395,3.8395,383.947,3839.47,0.12,0.12,3.05,0.305,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,28.81,28.81,128.15,13.068,13068.22,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.408,0.408,10.36,1.036,Reference,Reference,Reference,Reference,,0.003166
LW 056 18 0520S,LW 056 18 0520S,LW056180520S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.528,0.528,13.41,1.341,Reference,Reference,Reference,Reference,0.562,0.562,14.27,1.427,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,0.52,0.52,13.21,1.321,0.06,0.06,1.52,0.152,76,76,13.31,133.1,1.3572,13.572,1357.21,13572.1,19,19,3.3275,33.275,0.3393,3.393,339.302,3393.02,0.135,0.135,3.43,0.343,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,29.26,29.26,130.15,13.272,13272.34,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.408,0.408,10.36,1.036,Reference,Reference,Reference,Reference,,0.003619
LW 056 18 0585S,LW 056 18 0585S,LW056180585S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.528,0.528,13.41,1.341,Reference,Reference,Reference,Reference,0.562,0.562,14.27,1.427,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,0.585,0.585,14.86,1.486,0.06,0.06,1.52,0.152,69,69,12.084,120.84,1.2322,12.322,1232.2,12322,17.25,17.25,3.021,30.21,0.30805,3.0805,308.051,3080.51,0.15,0.15,3.81,0.381,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,30.015,30.015,133.51,13.615,13614.8,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.408,0.408,10.36,1.036,Reference,Reference,Reference,Reference,,0.004071
LW 056 18 0650S,LW 056 18 0650S,LW056180650S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.528,0.528,13.41,1.341,Reference,Reference,Reference,Reference,0.562,0.562,14.27,1.427,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,0.65,0.65,16.51,1.651,0.09,0.09,2.29,0.229,62,62,10.858,108.58,1.1072,11.072,1107.2,11072,15.5,15.5,2.7146,27.146,0.2768,2.768,276.799,2767.99,0.165,0.165,4.19,0.419,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,30.07,30.07,133.76,13.64,13639.75,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.408,0.408,10.36,1.036,Reference,Reference,Reference,Reference,,0.004523
LW 056 18 0715S,LW 056 18 0715S,LW056180715S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.528,0.528,13.41,1.341,Reference,Reference,Reference,Reference,0.562,0.562,14.27,1.427,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,0.715,0.715,18.16,1.816,0.09,0.09,2.29,0.229,59,59,10.333,103.33,1.0536,10.536,1053.62,10536.2,14.75,14.75,2.5832,25.832,0.26341,2.6341,263.406,2634.06,0.18,0.18,4.57,0.457,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,31.565,31.565,140.41,14.318,14317.88,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.408,0.408,10.36,1.036,Reference,Reference,Reference,Reference,,0.004976
LW 063 06 0180S,LW 063 06 0180S,LW063060180S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.18,0.18,4.57,0.457,0.03,0.03,0.76,0.076,48,48,8.406,84.06,0.8572,8.572,857.18,8571.8,12,12,2.1016,21.016,0.2143,2.143,214.296,2142.96,0.04,0.04,1.02,0.102,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,6.72,6.72,29.89,3.048,3048.19,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.001094
LW 063 06 0240S,LW 063 06 0240S,LW063060240S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.24,0.24,6.1,0.61,0.03,0.03,0.76,0.076,35,35,6.13,61.3,0.625,6.25,625.03,6250.3,8.75,8.75,1.5324,15.324,0.15626,1.5626,156.258,1562.58,0.05,0.05,1.27,0.127,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,6.65,6.65,29.58,3.016,3016.44,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.001751
LW 063 06 0300S,LW 063 06 0300S,LW063060300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,28,28,4.904,49.04,0.5,5,500.02,5000.2,7,7,1.2259,12.259,0.12501,1.2501,125.006,1250.06,0.06,0.06,1.52,0.152,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,6.72,6.72,29.89,3.048,3048.19,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.001823
LW 063 06 0360S,LW 063 06 0360S,LW063060360S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.36,0.36,9.14,0.914,0.06,0.06,1.52,0.152,24,24,4.203,42.03,0.4286,4.286,428.59,4285.9,6,6,1.0508,10.508,0.10715,1.0715,107.148,1071.48,0.07,0.07,1.78,0.178,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,6.96,6.96,30.96,3.157,3157.06,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.001971
LW 063 06 0420S,LW 063 06 0420S,LW063060420S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.42,0.42,10.67,1.067,0.06,0.06,1.52,0.152,21,21,3.678,36.78,0.375,3.75,375.02,3750.2,5.25,5.25,0.9194,9.194,0.09375,0.9375,93.755,937.55,0.08,0.08,2.03,0.203,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,7.14,7.14,31.76,3.239,3238.7,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.002552
LW 063 06 0540S,LW 063 06 0540S,LW063060540S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.54,0.54,13.72,1.372,0.09,0.09,2.29,0.229,16,16,2.802,28.02,0.2857,2.857,285.73,2857.3,4,4,0.7005,7.005,0.07143,0.7143,71.432,714.32,0.1,0.1,2.54,0.254,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,7.04,7.04,31.32,3.193,3193.34,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.00394
LW 063 06 0660S,LW 063 06 0660S,LW063060660S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.66,0.66,16.76,1.676,0.09,0.09,2.29,0.229,13,13,2.277,22.77,0.2322,2.322,232.15,2321.5,3.25,3.25,0.5692,5.692,0.05804,0.5804,58.039,580.39,0.12,0.12,3.05,0.305,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,7.02,7.02,31.23,3.184,3184.27,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.004011
LW 063 06 0780S,LW 063 06 0780S,LW063060780S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.78,0.78,19.81,1.981,0.12,0.12,3.05,0.305,11,11,1.926,19.26,0.1964,1.964,196.44,1964.4,2.75,2.75,0.4816,4.816,0.04911,0.4911,49.11,491.1,0.14,0.14,3.56,0.356,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,7.04,7.04,31.32,3.193,3193.34,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.004271
LW 063 12 0180S,LW 063 12 0180S,LW063120180S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.18,0.18,4.57,0.457,0.03,0.03,0.76,0.076,158,158,27.671,276.71,2.8216,28.216,2821.56,28215.6,39.5,39.5,6.9178,69.178,0.70539,7.0539,705.391,7053.91,0.04,0.04,1.02,0.102,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,22.12,22.12,98.39,10.034,10033.63,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.001094
LW 063 12 0240S,LW 063 12 0240S,LW063120240S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.24,0.24,6.1,0.61,0.03,0.03,0.76,0.076,109,109,19.089,190.89,1.9465,19.465,1946.52,19465.2,27.25,27.25,4.7724,47.724,0.48663,4.8663,486.631,4866.31,0.05,0.05,1.27,0.127,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,20.71,20.71,92.12,9.394,9394.06,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.001751
LW 063 12 0300S,LW 063 12 0300S,LW063120300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,96,96,16.813,168.13,1.7144,17.144,1714.37,17143.7,24,24,4.2032,42.032,0.42859,4.2859,428.592,4285.92,0.06,0.06,1.52,0.152,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,23.04,23.04,102.49,10.451,10450.94,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.001643
LW 063 12 0360S,LW 063 12 0360S,LW063120360S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.36,0.36,9.14,0.914,0.06,0.06,1.52,0.152,78,78,13.66,136.6,1.3929,13.929,1392.92,13929.2,19.5,19.5,3.4151,34.151,0.34823,3.4823,348.231,3482.31,0.07,0.07,1.78,0.178,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,22.62,22.62,100.62,10.26,10260.43,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.002188
LW 063 12 0420S,LW 063 12 0420S,LW063120420S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.42,0.42,10.67,1.067,0.06,0.06,1.52,0.152,69,69,12.084,120.84,1.2322,12.322,1232.2,12322,17.25,17.25,3.021,30.21,0.30805,3.0805,308.051,3080.51,0.08,0.08,2.03,0.203,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,23.46,23.46,104.36,10.641,10641.46,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.0023
LW 063 12 0540S,LW 063 12 0540S,LW063120540S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.54,0.54,13.72,1.372,0.09,0.09,2.29,0.229,54,54,9.457,94.57,0.9643,9.643,964.33,9643.3,13.5,13.5,2.3643,23.643,0.24108,2.4108,241.083,2410.83,0.1,0.1,2.54,0.254,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,23.76,23.76,105.69,10.778,10777.54,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.003282
LW 063 12 0660S,LW 063 12 0660S,LW063120660S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.66,0.66,16.76,1.676,0.09,0.09,2.29,0.229,44,44,7.706,77.06,0.7858,7.858,785.75,7857.5,11,11,1.9265,19.265,0.19644,1.9644,196.438,1964.38,0.12,0.12,3.05,0.305,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,23.76,23.76,105.69,10.778,10777.54,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.004816
LW 063 12 0780S,LW 063 12 0780S,LW063120780S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.596,0.596,15.14,1.514,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.78,0.78,19.81,1.981,0.12,0.12,3.05,0.305,37,37,6.48,64.8,0.6607,6.607,660.75,6607.5,9.25,9.25,1.62,16.2,0.16519,1.6519,165.187,1651.87,0.14,0.14,3.56,0.356,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7,23.68,23.68,105.33,10.741,10741.25,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.48,0.48,12.19,1.219,Reference,Reference,Reference,Reference,,0.00474
LW 063 20 0180S,LW 063 20 0180S,LW063200180S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.598,0.598,15.19,1.519,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.18,0.18,4.57,0.457,0.03,0.03,0.76,0.076,256,256,44.834,448.34,4.5716,45.716,4571.65,45716.5,64,64,11.2085,112.085,1.14291,11.4291,1142.912,11429.12,0.048,0.048,1.22,0.122,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,33.792,33.792,150.31,15.328,15328.05,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.478,0.478,12.14,1.214,Reference,Reference,Reference,Reference,,0.001228
LW 063 20 0240S,LW 063 20 0240S,LW063200240S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.598,0.598,15.19,1.519,Reference,Reference,Reference,Reference,0.625,0.625,15.88,1.588,0.45,0.45,11.43,1.143,MIN,MIN,MIN,MIN,0.24,0.24,6.1,0.61,0.03,0.03,0.76,0.076,190,190,33.275,332.75,3.393,33.93,3393.02,33930.2,47.5,47.5,8.3188,83.188,0.84826,8.4826,848.255,8482.55,0.06,0.06,1.52,0.152,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,34.2,34.2,152.13,15.513,15513.12,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,0.478,0.478,12.14,1.214,Reference,Reference,Reference,Reference,,0.001637
